,popularity,original_title,cast,director,genres,production_companies,vote_average,release_year,budget_adj,revenue_adj,net_profit
4131,0.185909,Death to Smoochy,Robin Williams|Catherine Keener|Edward Norton|Danny DeVito|Jon Stewart,Danny DeVito,Comedy|Crime|Drama|Thriller,Senator Film Produktion|Mad Chance|Warner Bros.|Filmfour,5.9,2002,66674376.64913,0.0,-66674376.64913
4132,0.185041,Big Trouble,Tim Allen|Rene Russo|Patrick Warburton|Ben Foster|Zooey Deschanel,Barry Sonnenfeld,Action|Comedy|Thriller,Touchstone Pictures,6.2,2002,48490455.7448218,10296814.9286596,-38193640.8161622
4133,0.17918,American Psycho 2: All American Girl,Mila Kunis|William Shatner|Geraint Wyn Davies|Robin Dunne|Lindy Booth,Morgan J. Freeman,Horror|Thriller,Lions Gate Films,5.2,2002,12122613.9362054,0.0,-12122613.9362054
4134,0.177630999999999,Kung Pow: Enter the Fist,Hui Lou Chen|Tad Horino|Liu Chia-Yung|Steve Oedekerk|Jennifer Tung,Steve Oedekerk,Action|Comedy,Twentieth Century Fox Film Corporation|O Entertainment,5.9,2002,0.0,0.0,0.0
4135,0.177188,Saathiya,Rani Mukerji|Vivek Oberoi|Tanuja|Satish Shah|Sharat Saxena,Shaad Ali,Drama|Romance|Foreign,,5.3,2002,0.0,0.0,0.0
4136,0.174183,Highway,Jake Gyllenhaal|Selma Blair|Jared Leto|John C. McGinley,James Cox,Action|Adventure|Drama,Alex Entertainment Inc.,5.6,2002,16971659.5106876,0.0,-16971659.5106876
4137,0.173889,Swimfan,Jesse Bradford|Erika Christensen|Shiri Appleby|Kate Burton|Jason Ritter,John Polson,Comedy|Drama|Thriller,20th Century Fox,5.1,2002,10304221.8457746,0.0,-10304221.8457746
4138,0.035895,A Time for Dancing,Larisa Oleynik|Shiri Appleby|Peter Coyote|Patricia Kalember|Amy Madigan,Peter Gilbert,Drama|Music,,7.5,2002,0.0,0.0,0.0
4139,0.166284,2009 ë¡œìŠ¤íŠ¸ë©”ëª¨ë¦¬ì¦ˆ,Jang Dong-gun|Toru Nakamura|Seo Jin-ho|Shin Goo|Ahn Gil-kang,Si-myung Lee,Action|Drama|Foreign|Science Fiction|Thriller,Indecom Cinema,4.2,2002,0.0,0.0,0.0
4140,0.164301,Spellbound,,Jeffrey Blitz,Documentary,Blitz / Welch,6.7,2002,0.0,0.0,0.0
4141,0.132296,Undercover Brother,Eddie Griffin|Chris Kattan|Denise Richards|Aunjanue Ellis|Chi McBride,Malcolm D. Lee,Action|Comedy,Universal Pictures,5.4,2002,30306534.8405136,50435496.4198284,20128961.5793148
4142,0.163437,Left Behind II: Tribulation Force,Kirk Cameron|Brad Johnson|Clarence Gilyard Jr.|Janaya Stephens|Gordon Currie,Bill Corcoran,Fantasy|Drama|Thriller,Cloud Ten Pictures,5.5,2002,0.0,0.0,0.0
4143,0.250989,Below,Matthew Davis|Bruce Greenwood|Olivia Williams|Zach Galifianakis|Scott Foley,David Twohy,Thriller|Horror|Mystery,Dimension Films|Protozoa Pictures,6.0,2002,0.0,734099.434043645,734099.434043645
4144,0.150417,Ted Bundy,Michael Reilly Burke|Boti Bliss|Tracey Walter|Deborah Offner|Tom Savini,Matthew Bright,Crime|Drama|Horror,Incessant Barking Productions Inc.,6.0,2002,0.0,0.0,0.0
4145,0.167625,Riders,Stephen Dorff|Natasha Henstridge|Bruce Payne|Steven Berkoff,GÃ©rard PirÃ¨s,Action|Thriller|Crime|Foreign,Alliance Films,5.1,2002,0.0,0.0,0.0
4146,0.147215,Better Luck Tomorrow,Parry Shen|Jason Tobin|Sung Kang|Karin Anna Cheung|Roger Fan,Justin Lin,Crime|Drama,,6.6,2002,0.0,0.0,0.0
4147,0.144924,Lost in La Mancha,Terry Gilliam|Tony Grisoni|Philip A. Patterson|RenÃ© Cleitman|Nicola Pecorini,Keith Fulton|Louis Pepe,Documentary|Foreign,Quixote Films|Low Key Productions|Eastcroft Productions,7.0,2002,0.0,0.0,0.0
4148,0.143573,Morvern Callar,Samantha Morton|Kathleen McDermott|Linda McGuire|James Wilson|Dolly Wells,Lynne Ramsay,Drama|Foreign,Company Pictures,7.0,2002,0.0,0.0,0.0
4149,0.140786,Getting There,Mary-Kate Olsen|Ashley Olsen|Billy Aaron Brown|Heather Lindell|Jeff D'Agostino,Steve Purcell,Family,,5.5,2002,0.0,0.0,0.0
4150,0.211695,People I Know,Al Pacino|Kim Basinger|Ryan O'Neal|TÃ©a Leoni|Jonathan Walker,Daniel Algrant,Drama|Thriller,,5.8,2002,24245227.8724109,0.0,-24245227.8724109
4151,0.137005,Max,John Cusack|Noah Taylor|Leelee Sobieski|Molly Parker|Kevin McKidd,Menno Meyjes,War|Drama,Film Council|Alliance Atlantis Communications|PathÃ© Pictures International|AAMPI Inc.|Bioskop Film,6.2,2002,13334875.329826,0.0,-13334875.329826
4152,0.136897,Ã”nibus 174,Yvonne Bezerra de Mello|Sandro do Nascimento|Rodrigo Pimentel|Luiz Eduardo Soares,JosÃ© Padilha|Felipe Lacerda,Documentary|Foreign,Zazen ProduÃ§Ãµes,7.6,2002,0.0,263304.386955776,263304.386955776
4153,0.13582,Le fils,Olivier Gourmet|Morgan Marinne|Isabella Soupart|Nassim HassaÃ¯ni,Jean-Pierre Dardenne|Luc Dardenne,Mystery|Drama,Les Films Du Fleuve|Archipel 35|Radio TÃ©lÃ©vision Belge Francophone (RTBF),5.6,2002,0.0,0.0,0.0
4154,0.134028,Rabbits,Scott Coffey|Rebekah Del Rio|Laura Harring|Naomi Watts,David Lynch,Comedy|Drama|Fantasy,,6.2,2002,0.0,0.0,0.0
4155,0.128012,Tuck Everlasting,Alexis Bledel|William Hurt|Sissy Spacek|Jonathan Jackson|Scott Bairstow,Jay Russell,Fantasy|Drama|Science Fiction|Romance|Family,Walt Disney Pictures,6.5,2002,0.0,0.0,0.0
4156,0.117779,Roger Dodger,Campbell Scott|Jesse Eisenberg|Isabella Rossellini|Elizabeth Berkley|Jennifer Beals,Dylan Kidd,Comedy|Drama,Holedigger Films|Roger Dodger LLC,7.1,2002,0.0,1528371.88688243,1528371.88688243
4157,0.111966,Los lunes al sol,Javier Bardem|Luis Tosar|Nieve de Medina|Enrique VillÃ©n|Celso Bugallo,Fernando LeÃ³n de Aranoa,Drama|Foreign,VÃ­a Digital|Eurimages|Continental Producciones|Instituto de la CinematografÃ­a y de las Artes Audiovisuales (ICAA)|TelevisiÃ³n de Galicia (TVG) S.A.,6.5,2002,4849045.57448218,177477.492548835,-4671568.081933346
4158,0.111667,Bang Bang You're Dead,Tom Cavanagh|Ben Foster|Randy Harrison|Janel Moloney|Jane McGregor,Guy Ferland,Drama|Thriller,Every Guy Productions,6.8,2002,0.0,0.0,0.0
4159,0.11548,John Carpenterâ€™s Vampires: Los Muertos,Jon Bon Jovi|CristiÃ¡n de la Fuente|Diego Luna|Natasha Gregson Wagner|Antonio MuÃ±iz,Tommy Lee Wallace,Horror|Thriller|Action,Screen Gems|Storm King Productions,5.2,2002,0.0,0.0,0.0
4160,0.108064,The Third Wheel,Luke Wilson|Denise Richards|Jay Lacopo|Meredith Salenger|Ben Affleck,Jordan Brady,Comedy|Romance,,6.2,2002,0.0,0.0,0.0
4161,0.104804,Stealing Harvard,Jason Lee|Tom Green|Leslie Mann|Dennis Farina|John C. McGinley,Bruce McCulloch,Action|Comedy|Drama,Columbia Pictures|Imagine Entertainment|Revolution Studios,4.1,2002,0.0,0.0,0.0
4162,0.097758,3 zÃ©ros,Samuel Le Bihan|GÃ©rard Lanvin|LorÃ nt Deutsch|GÃ©rard Darmon|Ticky Holgado,Fabien Onteniente,Comedy,Bac Films|TF1 Films Production|Canal+|Mandarin Films,5.3,2002,0.0,0.0,0.0
4163,0.095114,Plots with a View,Brenda Blethyn|Alfred Molina|Christopher Walken|Naomi Watts|Robert Pugh,Nick Hurran,Comedy|Romance,Spice Factory|Great British Films|Snowfall Films,6.5,2002,0.0,0.0,0.0
4164,0.090605,The Century of the Self,Martin Bergmann|Ann Bernays|Edward Bernays|Anna Freud|Sigmund Freud,Adam Curtis,Documentary,British Broadcasting Corporation (BBC)|RDF Media,8.3,2002,0.0,0.0,0.0
4165,0.02912,The Master of Disguise,Dana Carvey|Brent Spiner|Jennifer Esposito|Harold Gould|James Brolin,Perry Andelin Blake,Comedy|Family,Columbia Pictures|Revolution Studios|Happy Madison Productions,4.1,2002,0.0,0.0,0.0
4166,0.084451,Sweet Sixteen,Martin Compston|Annmarie Fulton|William Ruane|Michelle Abercromby|Michelle Coulter,Ken Loach,Crime|Drama,Alta Films S.A.|TTornasol Films S.A.,5.8,2002,0.0,0.0,0.0
4167,0.079351,Deuces Wild,Stephen Dorff|Fairuza Balk|Brad Renfro|Norman Reedus|Max Perlich,Scott Kalvert,Action|Crime|Drama|Romance,United Artists,5.3,2002,0.0,0.0,0.0
4168,0.070257,Inuyasha: Kagami no Naka no MugenjÅ,Francesco Pezzulli|Maria Letizia Scifoni|Fabio Boccanera,Toshiya Shinohara,Action|Adventure|Animation|Fantasy,Shogakukan Production,6.2,2002,0.0,0.0,0.0
4169,0.0769,Ping Pong,Yosuke Kubozuka|Sam Lee|Nakamura ShidÅ II|Naoto Takenaka|Mari Natsuki,Fumihiko Sori,Comedy|Drama,,7.0,2002,0.0,0.0,0.0
4170,0.009266,Is It College Yet?,Tracy Grandstaff|Wendy Hoopes,Karen Disher,Animation|Comedy,,7.2,2002,0.0,0.0,0.0
4171,0.063246,VeggieTales: Jonah,Phil Vischer|Mike Nawrocki|Tim Hodge|Lisa Vischer|Daniel Anderson,Mike Nawrocki|Phil Vischer,Action|Adventure|Animation|Comedy|Family,Big Idea Productions,6.1,2002,0.0,0.0,0.0
4172,0.051189,Wishmaster 4: The Prophecy Fulfilled,Michael Trucco|Tara Spencer-Nairn|Jason Thompson|John Novak|John Benjamin Martin,Chris Angel,Horror,Overseas FilmGroup|GFT Entertainment|Artisan Entertainment|Blue Rider Pictures|Paquin Entertainment Group,4.3,2002,0.0,0.0,0.0
4173,0.011798,Kaante,Sanjay Dutt|Amitabh Bachchan|Sunil Shetty|Mahesh Manjrekar|Lucky Ali,Sanjay Gupta,Action|Drama|Foreign,,5.7,2002,0.0,0.0,0.0
4174,0.041099,An Evening with Kevin Smith,Jason Mewes|Scott Mosier|Kevin Smith,J.M. Kenny,Comedy|Documentary,,6.8,2002,0.0,0.0,0.0
4175,0.063581,Biggie and Tupac,Tupac Shakur|Nick Broomfield|The Notorious B.I.G.|Russell Poole,Nick Broomfield,Documentary,,6.3,2002,0.0,0.0,0.0
4176,0.017708,The Kid Stays in the Picture,Robert Evans|Eddie Albert|Francis Ford Coppola|Catherine Deneuve,Nanette Burstein|Brett Morgen,Documentary,Ministry of Propaganda Films|Woodland Pictures LLC|Highway Films,7.4,2002,48490.4557448218,1738911.38441948,1690420.9286746583
4177,8.09375399999999,Pulp Fiction,John Travolta|Samuel L. Jackson|Uma Thurman|Bruce Willis|Ving Rhames,Quentin Tarantino,Thriller|Crime,Miramax Films|A Band Apart|Jersey Films,8.1,1994,11768892.4927853,314713075.136581,302944182.6437957
4178,7.192039,The Shawshank Redemption,Tim Robbins|Morgan Freeman|Bob Gunton|William Sadler|Clancy Brown,Frank Darabont,Drama|Crime,Castle Rock Entertainment,8.4,1994,36777789.039954,41693462.7185759,4915673.678621903
4179,6.715966,Forrest Gump,Tom Hanks|Robin Wright|Gary Sinise|Mykelti Williamson|Sally Field,Robert Zemeckis,Comedy|Drama|Romance,Paramount Pictures,8.1,1994,80911135.8878989,997333314.601179,916422178.7132801
4180,4.78268799999999,The Lion King,Jonathan Taylor Thomas|Matthew Broderick|James Earl Jones|Jeremy Irons|Moira Kelly,Roger Allers|Rob Minkoff,Family|Animation|Drama,Walt Disney Pictures|Walt Disney Feature Animation,7.7,1994,66200020.2719173,1159591590.00826,1093391569.7363427
4181,2.536898,Speed,Keanu Reeves|Sandra Bullock|Dennis Hopper|Jeff Daniels|Joe Morton,Jan de Bont,Action|Adventure|Crime|Thriller,Twentieth Century Fox Film Corporation,6.6,1994,44133346.8479448,515548317.850129,471414971.0021842
4182,2.360701,Dumb and Dumber,Jim Carrey|Jeff Daniels|Lauren Holly|Mike Starr|Karen Duffy,Peter Farrelly,Comedy,New Line Cinema|Motion Picture Corporation of America (MPCA),6.5,1994,25008896.5471687,363769661.589909,338760765.04274035
4183,2.126863,The Naked Gun 33â…“: The Final Insult,Leslie Nielsen|Priscilla Presley|George Kennedy|O.J. Simpson|Fred Ward,Peter Segal,Comedy|Action|Crime,Paramount Pictures,6.1,1994,44133346.8479448,75221756.0923511,31088409.24440629
4184,2.06444,Interview with the Vampire,Brad Pitt|Tom Cruise|Kirsten Dunst|Antonio Banderas|Christian Slater,Neil Jordan,Horror|Romance,Geffen Pictures,7.0,1994,88266693.6958897,329035590.74912,240768897.0532303
4185,1.849051,The Return of Jafar,Scott Weinger|Linda Larkin|Jonathan Freeman|Gilbert Gottfried|Dan Castellaneta,Toby Shelton|Alan Zaslove|Tad Stones,Adventure|Animation|Romance,Walt Disney Television Animation,5.8,1994,0.0,0.0,0.0
4186,1.843243,True Lies,Arnold Schwarzenegger|Jamie Lee Curtis|Tom Arnold|Bill Paxton|Tia Carrere,James Cameron,Action|Thriller,Twentieth Century Fox Film Corporation|Lightstorm Entertainment,6.6,1994,169177829.583788,557378295.308286,388200465.7244979
4187,1.627278,The Mask,Jim Carrey|Cameron Diaz|Nancy Fish|Tim Bagley|Johnny Williams,Chuck Russell,Romance|Comedy|Crime|Fantasy,New Line Cinema|Dark Horse Entertainment,6.5,1994,33835565.9167577,517218414.903772,483382848.9870143
4188,1.455878,Maverick,Mel Gibson|Jodie Foster|James Garner|Graham Greene|Alfred Molina,Richard Donner,Action|Adventure|Comedy|Drama|Western,Icon Entertainment International|Warner Bros.,6.3,1994,0.0,0.0,0.0
4189,1.364852,Stargate,Kurt Russell|James Spader|Jaye Davidson|Viveca Lindfors|Alexis Cruz,Roland Emmerich,Action|Adventure|Science Fiction,Centropolis Film Productions|Canal+|Carolco Pictures,6.7,1994,80911135.8878989,289172371.759895,208261235.8719961
4190,1.353693,Clear and Present Danger,Harrison Ford|Willem Dafoe|Anne Archer|Joaquim de Almeida|Henry Czerny,Phillip Noyce,Action|Drama|Thriller,Paramount Pictures|Mace Neufeld Productions,6.1,1994,91208916.819086,317594916.485732,226385999.666646
4191,1.309466,Natural Born Killers,Woody Harrelson|Juliette Lewis|Robert Downey Jr.|Tommy Lee Jones|Tom Sizemore,Oliver Stone,Crime|Thriller|Drama,Regency Enterprises|Alcor Films|Ixtlan|Warner Bros.|New Regency Pictures,6.8,1994,50017793.0943375,73971558.411735,23953765.317397498
4192,1.297355,Clerks,Brian O'Halloran|Jeff Anderson|Jason Mewes|Kevin Smith|Lisa Spoonhauer,Kevin Smith,Comedy,Miramax Films|View Askew Productions,7.2,1994,39720.0121631503,4635663.77509881,4595943.76293566
4193,1.267344,Beverly Hills Cop III,Eddie Murphy|Judge Reinhold|HÃ©ctor Elizondo|Gilbert R. Hill|Timothy Carhart,John Landis,Action|Comedy|Crime,Paramount Pictures|Eddie Murphy Productions,5.6,1994,73555578.0799081,175369721.964328,101814143.88441989
4194,1.259399,The Santa Clause,Tim Allen|Judge Reinhold|Wendy Crewson|David Krumholtz|Peter Boyle,John Pasquin,Fantasy|Drama|Comedy|Family,Walt Disney Pictures|Hollywood Pictures,6.3,1994,32364454.3551595,279266046.259691,246901591.9045315
4195,1.253496,Legends of the Fall,Brad Pitt|Anthony Hopkins|Aidan Quinn|Julia Ormond|Henry Thomas,Edward Zwick,Drama|Western|War|Romance,Bedford Falls Productions|TriStar Pictures|Pangaea,7.1,1994,44133346.8479448,236317718.023514,192184371.1755692
4196,1.23859,Blown Away,Jeff Bridges|Tommy Lee Jones|Suzy Amis|Lloyd Bridges|Forest Whitaker,Stephen Hopkins,Drama|Action|Thriller,Trilogy Entertainment Group|Metro-Goldwyn-Mayer (MGM),5.6,1994,0.0,44362843.1937773,44362843.1937773
4197,1.23287099999999,Four Weddings and a Funeral,Hugh Grant|Andie MacDowell|James Fleet|Simon Callow|John Hannah,Mike Newell,Comedy|Drama|Romance,Channel Four Films|PolyGram Filmed Entertainment|Working Title Films,6.5,1994,8826669.36958897,374693338.703871,365866669.33428204
4198,1.180484,The Stand,Gary Sinise|Molly Ringwald|Jamey Sheridan|Ruby Dee|Miguel Ferrer,Mick Garris,Adventure|Drama|Fantasy|Horror,Laurel Entertainment|Greengrass Productions,6.7,1994,41191123.7247485,0.0,-41191123.7247485
4199,1.040901,D2: The Mighty Ducks,Emilio Estevez|Kathryn Erbe|Michael Tucker|Jan Rubes|Carsten Norgaard,Sam Weisman,Action|Comedy|Drama|Family,Walt Disney,5.9,1994,0.0,67098001.4802324,67098001.4802324
4200,1.022699,The Client,Susan Sarandon|Tommy Lee Jones|Mary-Louise Parker|Anthony LaPaglia|Bradley Whitford,Joel Schumacher,Drama|Thriller|Crime|Mystery,Regency Enterprises|Alcor Films|Warner Bros.,6.2,1994,66200020.2719173,173025096.721907,106825076.44998969
4201,0.983841,The Crow,Brandon Lee|Rochelle Davis|Ernie Hudson|Michael Wincott|Bai Ling,Alex Proyas,Fantasy|Action|Thriller,Miramax Films|Crowvision Inc.|Entertainment Media Investment Corporation|Jeff Most Productions|Edward R. Pressman Film,7.2,1994,22066673.4239724,138284486.790227,116217813.3662546
4202,0.962847,RiÂ¢hie RiÂ¢h,Macaulay Culkin|John Larroquette|Edward Herrmann|Christine Ebersole|Michael Maccarone,Donald Petrie,Comedy|Family,Davis Entertainment|Silver Pictures|Warner Bros.,5.3,1994,58844462.4639265,0.0,-58844462.4639265
4203,0.954392,The Flintstones,John Goodman|Elizabeth Perkins|Rick Moranis|Rosie O'Donnell|Kyle MacLachlan,Brian Levant,Fantasy|Comedy|Family,Universal Pictures|Amblin Entertainment|Hanna-Barbera Productions,5.0,1994,67671131.8335155,502577619.891546,434906488.0580305
4204,0.951117,Miracle on 34th Street,Richard Attenborough|Elizabeth Perkins|Dylan McDermott|J. T. Walsh|James Remar,Les Mayfield,Fantasy|Drama|Family,Twentieth Century Fox Film Corporation,6.4,1994,0.0,68060070.192617,68060070.192617
4205,0.948788,Star Trek: Generations,Patrick Stewart|Jonathan Frakes|Brent Spiner|LeVar Burton|Michael Dorn,David Carson,Science Fiction|Action|Adventure|Thriller,Paramount Pictures,6.3,1994,55902239.3407301,176533387.391779,120631148.0510489
4206,0.943815,Ace Ventura: Pet Detective,Jim Carrey|Sean Young|Courteney Cox|Tone Loc|Dan Marino,Tom Shadyac,Comedy|Mystery,Morgan Creek Productions,6.3,1994,22066673.4239724,157728750.860048,135662077.4360756
4207,0.936924,It Could Happen to You,Nicolas Cage|Bridget Fonda|Rosie Perez|Wendell Pierce|Isaac Hayes,Andrew Bergman,Comedy|Drama|Romance,TriStar Pictures,6.5,1994,0.0,0.0,0.0
4208,0.880147999999999,Police Academy: Mission to Moscow,George Gaynes|G. W. Bailey|Leslie Easterbrook|Michael Winslow|David Graf,Alan Metter,Action|Comedy|Crime,Warner Bros. Pictures,4.4,1994,0.0,185723.421317083,185723.421317083
4209,0.86712,Disclosure,Michael Douglas|Demi Moore|Donald Sutherland|Dylan Baker|Jacqueline Kim,Barry Levinson,Drama|Thriller|Crime|Mystery|Romance,Warner Bros.|Baltimore Pictures,5.8,1994,80911135.8878989,314840071.784359,233928935.89646006
4210,0.848554,Junior,Arnold Schwarzenegger|Danny DeVito|Emma Thompson|Frank Langella|Pamela Reed,Ivan Reitman,Comedy|Romance|Science Fiction,Universal Pictures|Northern Lights Entertainment,4.7,1994,88266693.6958897,54431127.779132,-33835565.916757695
4211,0.848472999999999,New Nightmare,Heather Langenkamp|Robert Englund|Miko Hughes|Wes Craven|David Newsom,Wes Craven,Horror|Thriller|Mystery|Fantasy,New Line Cinema,6.4,1994,20595561.8623742,26612674.4205034,6017112.558129199
4212,0.84317,The Shadow,Alec Baldwin|John Lone|Penelope Ann Miller|Peter Boyle|Ian McKellen,Russell Mulcahy,Adventure|Fantasy|Action|Thriller|Science Fiction,Universal Pictures,5.3,1994,36777789.039954,70706674.9186218,33928885.878667794
4213,0.834029,Heavenly Creatures,Melanie Lynskey|Kate Winslet|Sarah Peirse|Simon O'Connor|Diana Kent,Peter Jackson,Drama|Fantasy,WingNut Films|Miramax Films|New Zealand Film Commission|Fontana Productions,6.6,1994,7355557.80799081,4485617.75137361,-2869940.0566171994
4214,0.787327,The Swan Princess,Michelle Nicastro|Howard McGillin|Jack Palance|John Cleese|Steven Wright,Richard Rich,Fantasy|Animation|Comedy|Family,NEST Family Entertainment|Rich Animation Studios,6.6,1994,51488904.6559357,14375199.0597831,-37113705.596152596
4215,0.77638,The Pagemaster,Macaulay Culkin|Christopher Lloyd|Patrick Stewart|Whoopi Goldberg|Canan J. Howell,Pixote Hunt|Joe Johnston|Maurice Hunt,Fantasy|Science Fiction|Family|Animation,20th Century Fox|Turner Pictures,6.5,1994,39720012.1631503,20111107.1718012,-19608904.991349105
4216,0.767191,The Next Karate Kid,Pat Morita|Hilary Swank|Michael Ironside|Constance Towers|Chris Conrad,Christopher Cain,Adventure,Columbia Pictures Corporation,4.8,1994,17653338.7391779,23283259.1476291,5629920.4084511995
4217,0.764286,Airheads,Brendan Fraser|Steve Buscemi|Adam Sandler|Chris Farley|Judd Nelson,Michael Lehmann,Comedy|Crime|Music,Twentieth Century Fox Film Corporation|Island World|Robert Simonds Productions,5.7,1994,0.0,0.0,0.0
4218,0.762492,The Land Before Time II: The Great Valley Adventure,Scott McAfee|Candace Hutson|Heather Hogan|Jeff Bennett|Rob Paulsen,Roy Allen Smith,Animation|Family|Adventure,Universal Cartoon Studios,6.0,1994,0.0,0.0,0.0
4219,0.736742,Color of Night,Bruce Willis|Jane March|RubÃ©n Blades|Lesley Ann Warren|Scott Bakula,Richard Rush,Thriller|Drama|Romance|Mystery,Hollywood Pictures|Cinergi Pictures Entertainment,5.6,1994,58844462.4639265,29019220.2196634,-29825242.2442631
4220,0.729837,Ed Wood,Johnny Depp|Martin Landau|Sarah Jessica Parker|Patricia Arquette|Jeffrey Jones,Tim Burton,Comedy|Drama|History,Touchstone Pictures,7.1,1994,26480008.1087669,8661106.06111203,-17818902.047654867
4221,0.710052,Timecop,Jean-Claude Van Damme|Mia Sara|Ron Silver|Bruce McGill|Gloria Reuben,Peter Hyams,Thriller|Science Fiction|Action|Crime,Universal Pictures|Renaissance Pictures|Dark Horse Entertainment|Largo Entertainment|Signature Pictures,5.3,1994,39720012.1631503,149533460.506024,109813448.34287369
4222,0.684636,Wyatt Earp,Kevin Costner|Dennis Quaid|Gene Hackman|David Andrews|Linden Ashby,Lawrence Kasdan,Drama|Action|Western,Tig Productions|Warner Bros.|Kasdan Pictures|Paragon Entertainment Corp.,6.3,1994,92680028.3806842,36854286.8411571,-55825741.539527096
4223,0.673464,Only You,Marisa Tomei|Robert Downey Jr.|Bonnie Hunt|Joaquim de Almeida|Fisher Stevens,Norman Jewison,Comedy|Drama|Romance,TriStar Pictures,6.1,1994,0.0,0.0,0.0
4224,0.665544999999999,Death and the Maiden,Sigourney Weaver|Ben Kingsley|Stuart Wilson|Krystia Mova|Jonathan Vega,Roman Polanski,Drama|Thriller|Mystery,Fine Line Features|Channel Four Films|Capitol Films|TF1 Films Production|Canal+,6.8,1994,0.0,0.0,0.0
4225,0.64184,"The Adventures of Priscilla, Queen of the Desert",Terence Stamp|Hugo Weaving|Guy Pearce|Bill Hunter|Sarah Chadwick,Stephan Elliott,Drama|Comedy,PolyGram Filmed Entertainment,6.9,1994,0.0,0.0,0.0
4226,0.637496,Quiz Show,John Turturro|Rob Morrow|Ralph Fiennes|Paul Scofield|David Paymer,Robert Redford,History|Drama,Wildwood Enterprises|Hollywood Pictures|Baltimore Pictures,6.5,1994,0.0,0.0,0.0
4227,0.629985,Terminal Velocity,Charlie Sheen|Nastassja Kinski|James Gandolfini|Christopher McDonald|Brooke Langton,Deran Sarafian,Action|Thriller,Hollywood Pictures|PolyGram Filmed Entertainment|Interscope Communications|Nomura Babcock & Brown,4.8,1994,73555578.0799081,24242300.3124199,-49313277.767488204
4228,0.625244999999999,Shallow Grave,Kerry Fox|Christopher Eccleston|Ewan McGregor|Ken Stott|Keith Allen,Danny Boyle,Crime|Thriller,Channel Four Films|Figment Films|The Glasgow Film Fund|PolyGram Filmed Entertainment,6.9,1994,0.0,0.0,0.0
4229,0.614943999999999,Muriel's Wedding,Toni Collette|Bill Hunter|Rachel Griffiths|Sophie Lee|Roz Hammond,P.J. Hogan,Drama|Comedy|Romance,Ciby 2000|Film Victoria|House & Moorhouse Films,6.5,1994,4413334.68479448,22242675.7400904,17829341.05529592
4230,0.607281,Street Fighter,Jean-Claude Van Damme|RaÃºl JuliÃ¡|Ming-Na Wen|Damian Chapa|Kylie Minogue,Steven E. de Souza,Action|Adventure|Thriller,Universal Pictures|Capcom,4.1,1994,51488904.6559357,146263091.237897,94774186.5819613
4231,0.605753,The Specialist,Sylvester Stallone|Sharon Stone|James Woods|Rod Steiger|Eric Roberts,Luis Llosa,Action|Thriller,Jerry Weintraub Productions|Warner Bros.|Iguana Producciones,5.5,1994,66200020.2719173,250622364.043915,184422343.7719977
4232,0.595882,Zhong Nan Hai bao biao,Jet Li|Christy Chung|Kent Cheng|Collin Chou|Joey Leung Wing-Chung,Corey Yuen Kwai,Drama|Action|Thriller,Golden Harvest Company|Eastern Productions,6.7,1994,0.0,0.0,0.0
4233,0.590765,Thumbelina,Jodi Benson|Gino Conforti|Barbara Cook|Gary Imhoff|Charo,Don Bluth|Gary Goldman,Animation|Drama|Family|Fantasy,Don Bluth,6.3,1994,41191123.7247485,16731688.8169482,-24459434.907800302
4234,0.590148999999999,Highlander III: The Sorcerer,Christopher Lambert|Mario Van Peebles|Deborah Kara Unger|Mako|Martin Neufeld,Andrew Morahan,Action|Fantasy|Science Fiction,Trans-Film|Initial Groupe|LumiÃ¨re Pictures|Fallingcloud,4.3,1994,38248900.6015522,54136905.4668123,15888004.865260094
4235,0.586306,On Deadly Ground,Steven Seagal|Michael Caine|Joan Chen|John C. McGinley|R. Lee Ermey,Steven Seagal,Action|Thriller,Warner Bros.,4.6,1994,73555578.0799081,72084466.5183099,-1471111.5615981966
4236,0.586167,Chasers,Tom Berenger|William McNamara|Erika Eleniak|Crispin Glover|Matthew Glave,Dennis Hopper,Comedy|Romance,Warner Bros.|Morgan Creek Productions,4.6,1994,0.0,2348904.70595348,2348904.70595348
4237,0.583325,The Fantastic Four,Alex Hyde-White|Jay Underwood|Rebecca Staab|Michael Bailey Smith|Joseph Culp,Oley Sassone,Action|Science Fiction|Adventure,New Horizons|Constantin Film Produktion,6.4,1994,2206667.34239724,0.0,-2206667.34239724
4238,0.57917,Black Beauty,Sean Bean|David Thewlis|Jim Carter|Peter Davison|Alun Armstrong,Caroline Thompson,Action|Adventure|Drama|Family,Warner Bros. Pictures,6.6,1994,0.0,0.0,0.0
4239,0.570564,Getting Even with Dad,Macaulay Culkin|Ted Danson|Glenne Headly|Saul Rubinek|Seth Smith,Howard Deutch,Family|Comedy|Crime,Metro-Goldwyn-Mayer (MGM),4.8,1994,44133346.8479448,0.0,-44133346.8479448
4240,0.564501,Frankenstein,Robert De Niro|Kenneth Branagh|Tom Hulce|Helena Bonham Carter|Aidan Quinn,Kenneth Branagh,Drama|Horror|Science Fiction|Romance,American Zoetrope|TriStar Pictures,5.8,1994,66200020.2719173,164773757.017386,98573736.74546869
