,popularity,production_companies,vote_average,release_year,budget_adj,revenue_adj,net_profit
7963,0.21068,Dino De Laurentiis Company,5.9,1984,0.0,0.0,0.0
8017,0.449475,Dino De Laurentiis Company,6.5,1983,21893119.9775814,45464601.5616362,23571481.5840548
8108,0.888985,Dino De Laurentiis Company,5.8,1995,71548343.3553482,43362692.0035568,-28185651.351791397
8249,1.375348,Dino De Laurentiis Company,7.2,1992,17094266.8004785,0.0,-17094266.8004785
8414,0.294276,Dino De Laurentiis Company,6.0,1981,0.0,0.0,0.0
8497,0.833267,Dino De Laurentiis Company,6.5,1996,6255975.32532114,9747250.25555659,3491274.930235451
8568,0.298488,Dino De Laurentiis Company,5.1,1996,25023901.3012845,0.0,-25023901.3012845
8678,1.22950499999999,Dino De Laurentiis Company,6.1,2000,78510111.0892746,161662974.580958,83152863.49168341
8896,1.176922,Dino De Laurentiis Company,6.5,1982,45192848.0510245,155579712.388195,110386864.33717051
8939,0.211821,Dino De Laurentiis Company,5.7,1982,0.0,28324204.0014199,28324204.0014199
9813,0.637257,Dino De Laurentiis Company,6.8,1975,0.0,111328859.582516,111328859.582516
10193,0.328263,Dino De Laurentiis Company,6.7,1976,0.0,0.0,0.0
3347,0.044583,Bell Broadcast and New Media Fund,5.5,2008,0.0,0.0,0.0
7640,0.317446,Pacific Films,5.8,2007,3155005.74789463,0.0,-3155005.74789463
9264,0.26954,Pacific Films,5.2,1989,8794924.69521628,20478549.4425161,11683624.74729982
9369,0.379975,Pacific Films,6.0,1991,0.0,4973889.3779338,4973889.3779338
324,0.370148,Muse Entertainment Enterprises,6.5,2015,0.0,0.0,0.0
1050,0.272995,Muse Entertainment Enterprises,5.5,2014,0.0,0.0,0.0
1702,0.317069,Muse Entertainment Enterprises,4.9,2009,0.0,0.0,0.0
1749,0.133565,Muse Entertainment Enterprises,4.1,2009,0.0,0.0,0.0
2170,0.082894,Muse Entertainment Enterprises,7.3,2010,0.0,0.0,0.0
2222,0.279938,Muse Entertainment Enterprises,6.4,2010,0.0,0.0,0.0
3744,0.254363,Muse Entertainment Enterprises,6.5,2011,0.0,0.0,0.0
3862,0.3527,Muse Entertainment Enterprises,5.7,2011,0.0,0.0,0.0
6527,0.294572,Muse Entertainment Enterprises,7.0,2005,16748449.3448174,0.0,-16748449.3448174
6586,1.432839,Muse Entertainment Enterprises,6.7,2006,37858420.540205,16554827.4840451,-21303593.056159902
770,0.967846,Smoking Gun Productions,6.5,2014,1842182.10154291,6149637.68883517,4307455.58729226
5254,1.231579,Middle Fork Productions,4.7,1997,61130714.4482443,185953882.98902,124823168.54077569
6511,0.130215,Middle Fork Productions,6.6,2005,0.0,0.0,0.0
7074,0.652366,Middle Fork Productions,5.0,2004,23088907.9962429,81957424.515433,58868516.5191901
2347,0.126182,Donau Filmproduktion,5.0,2010,0.0,0.0,0.0
7271,0.881814,APJAC Productions,6.1,1972,9386209.67645213,50581241.0342142,41195031.35776207
9720,1.152937,APJAC Productions,7.2,1968,36359988.966624,209354710.49926,172994721.53263602
9928,0.861629999999999,APJAC Productions,6.2,1971,13462987.2860933,66501260.4048697,53038273.118776396
10418,0.241283,APJAC Productions,5.1,1967,117661747.316168,58830873.6580841,-58830873.65808389
10649,0.797231,APJAC Productions,5.9,1970,16849105.0317044,106709414.718254,89860309.6865496
6211,1.63263799999999,Prime Film Productions LLC,5.5,2005,0.0,0.0,0.0
9311,0.065997,Beyond Infinity,5.8,1989,228668.042075623,0.0,-228668.042075623
2956,0.938876,CS2 Films,6.2,2008,5063933.16904583,0.0,-5063933.16904583
5050,0.537976,Bisgrove Entertainment,6.5,2003,19558318.6389117,20083186.8632581,524868.2243463993
3226,0.224208,Bartlett Films,5.4,2008,1519179.95071375,0.0,-1519179.95071375
4510,0.629483,A Grand Elephant,4.1,2012,4748721.40676122,0.0,-4748721.40676122
5557,0.890458,A Grand Elephant,5.3,2013,4492960.09315403,9676139.01218528,5183178.919031249
5244,1.929641,Little Wolf Entertainment,7.2,1997,71998397.0168211,189918659.471355,117920262.45453389
7494,0.682794,Linsefilm,6.7,2007,18930034.4873678,26297243.1875275,7367208.700159699
1616,0.417384,Rainmaker Entertainment,5.6,2009,0.0,0.0,0.0
2673,1.046249,Rainmaker Entertainment,6.5,2001,0.0,0.0,0.0
3070,0.466771,Rainmaker Entertainment,6.6,2008,0.0,0.0,0.0
3103,0.397358,Rainmaker Entertainment,7.0,2008,0.0,4554412.36701605,4554412.36701605
3987,0.770422,Rainmaker Entertainment,6.5,2002,0.0,0.0,0.0
4688,0.292449,Rainmaker Entertainment,5.8,2012,0.0,0.0,0.0
5537,1.002527,Rainmaker Entertainment,5.8,2013,37441334.1096169,69825881.8838232,32384547.774206303
9523,0.321068,Ultimate Productions,6.1,1988,40565602.5079868,0.0,-40565602.5079868
6499,0.249669,Lex Filmed Entertainment,4.0,2005,0.0,0.0,0.0
7201,0.203253,Lord of the Wind,5.9,2004,0.0,11544453.9981214,11544453.9981214
8872,0.081402,Endemol Entertainment,5.3,2000,0.0,0.0,0.0
2464,0.72669,Krane Entertainment,5.9,1999,78543170.7956593,195972871.712428,117429700.9167687
5022,0.760656999999999,Krane Entertainment,6.0,2003,59267632.2391264,50724275.3583676,-8543356.8807588
1667,0.362858,Handsomecharlie Films,6.0,2009,0.0,0.0,0.0
4689,0.292387,Filmarno,5.5,2012,0.0,0.0,0.0
2099,0.550709,History films,7.1,2010,0.0,6467348.0,6467348.0
36,3.358321,Eden Rock Media,6.2,2015,0.0,20566197.1908732,20566197.1908732
1998,1.046994,Eden Rock Media,7.2,2010,0.0,0.0,0.0
6307,0.635843,Eden Rock Media,6.0,2005,3349689.86896348,20810160.4579606,17460470.58899712
7434,1.30813,Eden Rock Media,6.7,2007,21033371.6526309,43788601.3638669,22755229.711236004
3006,0.648934,Rollercoaster Films,6.8,2008,0.0,4034938.91073582,4034938.91073582
8582,0.38283,Ruddy Morgan Productions,4.8,1996,34755418.4740063,0.0,-34755418.4740063
9683,0.207159,Westward Productions,5.8,1987,0.0,0.0,0.0
4131,0.185909,Filmfour,5.9,2002,66674376.64913,0.0,-66674376.64913
7659,0.279864,Filmfour,7.2,2007,0.0,0.0,0.0
8786,0.607671,Filmfour,6.8,2000,6331460.57171569,0.0,-6331460.57171569
3798,0.181427,YouTube,7.3,2011,43818.7303212197,218949.211297752,175130.48097653227
2111,0.524061,British Columbia Film,5.3,2010,0.0,8020.0,8020.0
2585,0.195796,British Columbia Film,5.8,1999,0.0,0.0,0.0
5001,1.024891,British Columbia Film,5.7,2003,71121158.6869516,114113676.266916,42992517.579964414
369,0.315196,Kmunications,6.1,2015,0.0,0.0,0.0
1615,0.42089,Dash Films,5.9,2009,9147603.90712458,0.0,-9147603.90712458
7209,0.18495,Dash Films,6.4,2004,0.0,5400963.13070815,5400963.13070815
1549,0.551708,Middle Pictures,6.6,2009,22360809.5507489,0.0,-22360809.5507489
756,1.052381,Screen NSW,6.0,2014,11283365.3719503,2114293.58303497,-9169071.78891533
764,0.999341,Screen NSW,5.6,2014,0.0,0.0,0.0
2198,0.321694,Screen NSW,5.3,2010,0.0,0.0,0.0
3499,0.852907,Screen NSW,5.7,2011,12086831.890869,28119728.4134443,16032896.522575298
3500,0.851701,Screen NSW,5.4,2011,9693980.42591472,0.0,-9693980.42591472
5566,0.860381,Screen NSW,6.2,2013,14976533.6438467,298577.790923846,-14677955.852922853
779,0.926802,Stage 6 Films,5.7,2014,0.0,0.0,0.0
1060,0.264059,Stage 6 Films,6.4,2014,0.0,0.0,0.0
1420,1.575231,Stage 6 Films,7.7,2009,16262406.9459992,48585352.5313757,32322945.5853765
1437,1.264202,Stage 6 Films,3.6,2009,0.0,0.0,0.0
1518,0.652939,Stage 6 Films,5.9,2009,8131203.47299962,10803646.4788534,2672443.0058537805
1831,0.145081,Stage 6 Films,5.4,2009,5082002.17062476,39243229.9091683,34161227.73854354
1964,1.396973,Stage 6 Films,6.7,2010,1500000.0,97009150.0,95509150.0
2012,0.932529,Stage 6 Films,6.6,2010,21800000.0,0.0,-21800000.0
2216,0.289469,Stage 6 Films,3.3,2010,2500000.0,0.0,-2500000.0
2950,0.978313,Stage 6 Films,6.9,2008,2937081.23804658,0.0,-2937081.23804658
3099,0.400724,Stage 6 Films,4.4,2008,0.0,0.0,0.0
3194,0.265883,Stage 6 Films,4.7,2008,0.0,0.0,0.0
3451,1.114169,Stage 6 Films,4.9,2011,5816388.25554883,0.0,-5816388.25554883
3512,0.801419,Stage 6 Films,5.1,2011,0.0,0.0,0.0
3628,0.423412,Stage 6 Films,6.3,2011,6398027.08110371,36556591.5189304,30158564.437826686
4403,1.658902,Stage 6 Films,5.6,2012,0.0,0.0,0.0
4628,0.380291,Stage 6 Films,6.7,2012,2374360.70338061,3157935.8257789,783575.1223982903
4776,0.308684,Stage 6 Films,5.9,2012,13296419.9389314,23399295.2897432,10102875.3508118
2640,2.717399,Little Bird,6.5,2001,30787202.917346,347193192.284431,316405989.367085
2653,1.839325,Little Bird,7.1,2001,86204168.168569,119425124.106293,33220955.937723994
4868,0.096174,Little Bird,3.7,2012,0.0,0.0,0.0
6825,0.267119,Little Bird,6.2,2006,0.0,0.0,0.0
7139,0.354348,Little Bird,7.1,2004,0.0,0.0,0.0
8871,0.316973,Little Bird,5.8,2000,0.0,0.0,0.0
2485,0.54872,Storyline Entertainment,5.5,1999,0.0,0.0,0.0
4006,0.608347,Storyline Entertainment,6.5,2002,54551762.7129246,371893588.664677,317341825.9517524
4489,0.728625,Storyline Entertainment,6.1,2012,0.0,0.0,0.0
5403,0.156333,Storyline Entertainment,5.2,1997,0.0,0.0,0.0
7475,0.881034,Storyline Entertainment,6.9,2007,47325086.2184195,184433750.610887,137108664.3924675
8596,0.3383,Storyline Entertainment,6.9,1996,0.0,0.0,0.0
1603,0.438147,C.O. Films,5.8,2009,25410010.8531238,1054347.744333,-24355663.1087908
1256,0.07628,Matador Content,6.8,2014,0.0,0.0,0.0
3697,0.309008,Hollywood Sky Entertainment,4.5,2011,0.0,0.0,0.0
10584,0.094098,ABC Motion Pictures,6.2,1986,35809315.3955188,19292744.1374679,-16516571.258050904
10403,0.734072,Paris Films Productions,6.9,1967,0.0,0.0,0.0
4201,0.983841,Entertainment Media Investment Corporation,7.2,1994,22066673.4239724,138284486.790227,116217813.3662546
10604,0.718864,Universal Productions France S.A.,6.7,1973,0.0,0.0,0.0
1506,0.717595,Ocean Pictures,4.5,2009,60984026.0474972,63380596.6311204,2396570.5836232007
1614,0.421521,Ocean Pictures,6.3,2009,0.0,0.0,0.0
578,0.0807539999999999,City Films,7.8,2015,0.0,41119.3819074719,41119.3819074719
6856,0.21735,City Films,4.9,2006,0.0,0.0,0.0
7136,0.368883,City Films,6.1,2004,0.0,4084382.80116478,4084382.80116478
7445,1.142781,City Films,6.3,2007,90443498.1063129,15116500.1647438,-75326997.9415691
8941,0.245153,City Films,5.6,1982,0.0,0.0,0.0
9553,0.205453,City Films,6.1,1988,42409493.5310771,0.0,-42409493.5310771
4440,1.140874,Michael Lobell Productions,4.9,2012,0.0,0.0,0.0
4994,1.125044,Michael Lobell Productions,6.4,2003,82974685.1347769,101504660.569528,18529975.434751093
1640,0.394271,Wayans Bros. Entertainment,4.8,2009,0.0,0.0,0.0
2659,1.450364,Wayans Bros. Entertainment,5.5,2001,55416965.2512229,173911586.788447,118494621.53722408
5556,0.892454999999999,Wayans Bros. Entertainment,5.5,2013,2340083.38185106,56294621.1779418,53954537.79609074
6650,0.773044,Wayans Bros. Entertainment,5.6,2006,69226826.1306606,109892309.0186,40665482.88793941
7051,0.802577,Wayans Bros. Entertainment,6.4,2004,42714479.7930495,130552160.844721,87837681.0516715
8668,1.815244,Wayans Bros. Entertainment,5.9,2000,24059550.1725196,352054243.648785,327994693.4762654
9807,2.234953,Michael White Productions,7.6,1975,1620728.46882488,20376397.9795998,18755669.51077492
8772,0.358934,Wind Dancer Films,6.6,2000,0.0,0.0,0.0
16,5.749758,Cin̩+,6.1,2015,44159980.5696085,299709578.207785,255549597.6381765
133,1.251681,Cin̩+,6.3,2015,10119995.5472019,0.0,-10119995.5472019
202,0.699932,Cin̩+,4.7,2015,2759998.78560053,639647.198555232,-2120351.587045298
606,0.036987,Cin̩+,6.3,2015,0.0,0.0,0.0
644,5.947136,Cin̩+,6.3,2014,36843642.0308583,426796807.314199,389953165.2833407
769,0.979655,Cin̩+,5.8,2014,25790549.4216008,63460252.6184315,37669703.196830705
1184,0.087132,Cin̩+,4.9,2014,0.0,0.0,0.0
1283,0.046303,Cin̩+,6.0,2014,0.0,0.0,0.0
1383,0.121361,Cin̩+,6.1,1977,1906823.94726228,0.0,-1906823.94726228
1524,0.617968,Cin̩+,6.7,2009,10164004.3412495,0.0,-10164004.3412495
1552,0.544071,Cin̩+,5.9,2009,15246006.5118743,8930475.36438463,-6315531.147489669
1686,0.335612,Cin̩+,5.1,2009,0.0,0.0,0.0
1726,0.286478,Cin̩+,6.0,2009,0.0,0.0,0.0
1742,0.266267,Cin̩+,6.5,2009,0.0,0.0,0.0
1836,0.137731,Cin̩+,5.7,2009,0.0,0.0,0.0
1991,1.107358,Cin̩+,6.5,2010,45000000.0,60222298.0,15222298.0
2063,0.658786,Cin̩+,6.9,2010,0.0,0.0,0.0
2077,0.619772,Cin̩+,5.6,2010,500000.0,98017.0,-401983.0
2322,0.160701,Cin̩+,6.5,2010,0.0,0.0,0.0
2870,0.047949,Cin̩+,5.7,2001,0.0,0.0,0.0
2942,1.064766,Cin̩+,5.4,2008,70895064.3666417,73030634.3649848,2135569.998343095
2979,0.765289,Cin̩+,6.4,2008,0.0,0.0,0.0
3144,0.333395,Cin̩+,6.3,2008,19242946.0423741,23851125.2262058,4608179.183831699
3174,0.283048,Cin̩+,6.9,2008,0.0,0.0,0.0
3265,0.158418,Cin̩+,5.3,2008,0.0,861450.991052232,861450.991052232
3289,0.09436,Cin̩+,6.8,2008,0.0,0.0,0.0
3333,0.0769799999999999,Cin̩+,6.1,2008,0.0,0.0,0.0
3363,0.007487,Cin̩+,4.5,2008,8102293.07047334,0.0,-8102293.07047334
3410,1.644472,Cin̩+,7.2,2011,14540970.638872,129349549.423789,114808578.784917
3443,1.205338,Cin̩+,6.5,2011,38775921.7036588,59100179.5325174,20324257.828858607
3461,1.058691,Cin̩+,6.5,2011,29081941.2777441,0.0,-29081941.2777441
3518,0.779648,Cin̩+,6.9,2011,24234951.0647868,26758361.0581173,2523409.993330501
3527,0.731793,Cin̩+,6.5,2011,0.0,9213293.74311727,9213293.74311727
3598,0.484734,Cin̩+,5.6,2011,38775921.7036588,5279341.73995315,-33496579.963705648
3621,0.434506,Cin̩+,5.9,2011,2423495.10647868,3255.23862702216,-2420239.867851658
3629,0.42093,Cin̩+,6.5,2011,0.0,0.0,0.0
3661,0.37054,Cin̩+,6.2,2011,12602174.5536891,111438798.993377,98836624.43968791
3698,0.307661,Cin̩+,6.3,2011,24234951.0647868,11430151.9628371,-12804799.1019497
3714,0.286905,Cin̩+,7.5,2011,6752415.73992213,0.0,-6752415.73992213
3740,0.259273,Cin̩+,7.0,2011,0.0,3644531.43176213,3644531.43176213
3748,0.249191,Cin̩+,6.2,2011,0.0,0.0,0.0
3829,0.140428,Cin̩+,6.1,2011,0.0,0.0,0.0
3896,0.025124,Cin̩+,6.9,2011,0.0,0.0,0.0
3966,0.9858,Cin̩+,5.4,2002,1575939.81170671,542779.128641057,-1033160.683065653
4258,0.433125,Cin̩+,5.3,1994,0.0,0.0,0.0
4399,1.690572,Cin̩+,6.1,2012,56984656.8811347,7699078.27317494,-49285578.607959755
4448,1.068764,Cin̩+,5.8,2012,18994885.6270449,30585593.3289961,11590707.701951198
4464,0.913638,Cin̩+,5.8,2012,5698465.68811347,29519.0020087091,-5668946.6861047605
4490,0.728259,Cin̩+,4.9,2012,28492328.4405673,0.0,-28492328.4405673
4529,0.582396,Cin̩+,4.9,2012,57934401.162487,0.0,-57934401.162487
4536,0.552288,Cin̩+,5.6,2012,23743607.0338061,8342855.78607959,-15400751.247726511
4567,0.477929,Cin̩+,5.9,2012,0.0,0.0,0.0
4635,0.359578,Cin̩+,4.8,2012,19469757.767721,5758827.63565909,-13710930.13206191
4691,0.290977,Cin̩+,6.5,2012,0.0,0.0,0.0
4787,0.042077,Cin̩+,6.9,2012,0.0,0.0,0.0
4812,0.156925,Cin̩+,5.8,2012,0.0,0.0,0.0
5034,0.631739,Cin̩+,6.8,2003,32526076.5728325,0.0,-32526076.5728325
5098,0.366218,Cin̩+,6.2,2003,9245750.62930371,26600881.5704689,17355130.941165186
5402,0.158203,Cin̩+,6.4,1997,5433841.28428838,40014807.2174996,34580965.93321122
5550,0.926614,Cin̩+,6.8,2013,14976533.6438467,0.0,-14976533.6438467
5566,0.860381,Cin̩+,6.2,2013,14976533.6438467,298577.790923846,-14677955.852922853
5881,0.198091,Cin̩+,5.7,2013,0.0,0.0,0.0
6022,0.064476,Cin̩+,5.8,2013,0.0,0.0,0.0
6038,0.073295,Cin̩+,4.6,2013,0.0,0.0,0.0
6386,0.367248,Cin̩+,6.7,2005,14515322.7655084,26493033.2591823,11977710.4936739
6551,0.000973,Cin̩+,5.7,2005,0.0,0.0,0.0
6865,0.201755,Cin̩+,5.9,2006,0.0,0.0,0.0
6928,0.009332,Cin̩+,5.8,2006,0.0,0.0,0.0
7009,1.319068,Cin̩+,5.6,2004,178939036.970883,193136628.151289,14197591.180405974
7077,0.63799,Cin̩+,4.8,2004,0.0,0.0,0.0
7098,0.508061,Cin̩+,4.0,2004,0.0,0.0,0.0
7181,0.251797,Cin̩+,7.5,2004,0.0,0.0,0.0
7210,0.183345,Cin̩+,6.4,2004,0.0,0.0,0.0
7227,0.148092,Cin̩+,6.1,2004,0.0,0.0,0.0
7753,0.284617,Cin̩+,6.4,2007,0.0,511133.016199166,511133.016199166
8222,0.194078,Cin̩+,6.4,1995,50083840.3487438,21464503.0066044,-28619337.342139397
8239,0.064672,Cin̩+,7.2,1995,19124872.1788846,0.0,-19124872.1788846
8264,0.782091,Cin̩+,6.1,1992,73039139.9656809,11175608.4704267,-61863531.495254196
8360,0.138521,Cin̩+,7.1,1992,0.0,2589798.51453929,2589798.51453929
8581,0.383389,Cin̩+,6.5,1996,0.0,0.0,0.0
8824,0.191631,Cin̩+,6.9,2000,0.0,0.0,0.0
8845,0.130962,Cin̩+,6.4,2000,0.0,0.0,0.0
9346,0.621413,Cin̩+,6.0,1991,0.0,0.0,0.0
9556,0.194418,Cin̩+,7.2,1988,0.0,0.0,0.0
9832,0.0718299999999999,Cin̩+,5.8,1975,725275.989799135,0.0,-725275.989799135
9976,0.005235,Cin̩+,5.3,1971,0.0,0.0,0.0
10285,0.563653,Cin̩+,7.5,1993,0.0,0.0,0.0
10313,0.409135,Cin̩+,7.1,1993,28679929.2722754,0.0,-28679929.2722754
1586,0.475826,Limelight Productions,5.6,2009,0.0,0.0,0.0
3179,0.280928,Fid̩lit̩ Productions,6.0,2008,506393.316904583,0.0,-506393.316904583
3761,0.23431,Fid̩lit̩ Productions,6.1,2011,0.0,0.0,0.0
5098,0.366218,Fid̩lit̩ Productions,6.2,2003,9245750.62930371,26600881.5704689,17355130.941165186
6503,0.148714,Fid̩lit̩ Productions,6.5,2005,0.0,0.0,0.0
6934,0.071872,Fid̩lit̩ Productions,5.6,2006,0.0,0.0,0.0
7750,0.150269,Fid̩lit̩ Productions,5.2,2007,15775028.7394731,0.0,-15775028.7394731
6606,1.117768,Hiller Productions,6.4,2006,16225037.3743735,0.0,-16225037.3743735
9844,0.017468,Hiller Productions,6.1,1975,0.0,0.0,0.0
10402,1.022408,Hiller Productions,7.6,1967,16341909.3494678,331413921.607207,315072012.2577392
10665,0.290174,Hiller Productions,7.2,1970,84245525.158522,177250068.800512,93004543.64198999
277,0.444193,ST Renegades,4.1,2015,0.0,0.0,0.0
350,0.336107,1019 Entertainment,5.7,2015,1839999.19040035,2577386.22595006,737387.03554971
137,1.178831,Pacific Standard,5.5,2015,32199985.8320062,47545763.9998638,15345778.167857602
639,6.438727,Pacific Standard,7.9,2014,56186554.097059,340186892.137474,284000338.040415
721,1.64932099999999,Pacific Standard,6.9,2014,13816365.7615718,48358699.5668108,34542333.805239
5717,0.376959,Fork Films,5.0,2013,0.0,0.0,0.0
3080,0.436441,Lago Films,6.0,2008,3544753.21833208,1129756.40050768,-2414996.8178244
2413,2.94377,Alphaville Films,6.3,1999,104724227.727545,544416081.923668,439691854.196123
2643,2.449323,Alphaville Films,5.8,2001,120685835.435996,533250701.301695,412564865.865699
2689,0.787835,Alphaville Films,5.9,2001,59111429.6013044,105290428.615744,46178999.0144396
2732,0.493547999999999,Alphaville Films,4.7,2001,0.0,0.0,0.0
2807,0.249357,Alphaville Films,6.2,2001,0.0,0.0,0.0
2886,2.511394,Alphaville Films,5.1,2008,146854061.902329,406257724.017262,259403662.11493298
3962,1.025158,Alphaville Films,5.2,2002,72735683.6172328,200427031.198516,127691347.58128321
4510,0.629483,Alphaville Films,4.1,2012,4748721.40676122,0.0,-4748721.40676122
5049,0.543482999999999,Alphaville Films,5.8,2003,65194395.463039,40579371.9243062,-24615023.538732804
8142,0.552091,Alphaville Films,6.8,1995,8585801.20264179,2.86193373421393,-8585798.340708056
8597,0.334345,Alphaville Films,5.5,1996,0.0,166434249.768841,166434249.768841
8698,0.968941,Alphaville Films,6.2,2000,12662921.1434313,15206448.6685698,2543527.525138499
10281,0.595221,Alphaville Films,5.9,1993,27170459.3105767,111987088.899629,84816629.58905229
10322,0.375771,Alphaville Films,6.2,1993,0.0,25041412.3083992,25041412.3083992
2511,0.393985,Morgan Creek Productions,5.4,1999,91633699.2616025,14745126.7562416,-76888572.5053609
2709,0.612923,Morgan Creek Productions,5.6,2001,65268870.1847737,36575197.0658071,-28693673.1189666
2736,0.471789,Morgan Creek Productions,5.4,2001,76352263.2350183,23053673.0549291,-53298590.1800892
2761,0.38279,Morgan Creek Productions,6.1,2001,43102084.0842845,36205750.630799,-6896333.453485496
2777,0.328665,Morgan Creek Productions,5.8,2001,43102084.0842845,16845418.8087889,-26256665.2754956
3472,1.013771,Morgan Creek Productions,6.0,2011,33928931.4907015,27267877.6387014,-6661053.852000095
3577,0.528255,Morgan Creek Productions,5.9,2011,48469902.1295736,37324093.0311913,-11145809.098382302
4126,0.030121,Morgan Creek Productions,4.4,2002,18911277.7404805,0.0,-18911277.7404805
4206,0.943815,Morgan Creek Productions,6.3,1994,22066673.4239724,157728750.860048,135662077.4360756
4236,0.586167,Morgan Creek Productions,4.6,1994,0.0,2348904.70595348,2348904.70595348
4286,0.344286,Morgan Creek Productions,5.2,1994,0.0,45054530.4278095,45054530.4278095
5404,0.15255,Morgan Creek Productions,6.2,1997,0.0,0.0,0.0
6285,0.726858,Morgan Creek Productions,5.9,2005,39079715.1379072,34084779.3107075,-4994935.8271996975
6349,0.453059,Morgan Creek Productions,4.6,2005,33496898.6896348,280810.084531656,-33216088.605103143
6604,1.18228,Morgan Creek Productions,5.9,2006,91941878.4547837,64801247.0780059,-27140631.37677779
6768,0.360145,Morgan Creek Productions,5.4,2006,21633383.1658314,44605492.0020841,22972108.8362527
7089,0.572018999999999,Morgan Creek Productions,4.6,2004,92355631.9849719,90047417.6903518,-2308214.2946200967
7511,0.608302,Morgan Creek Productions,5.4,2007,21033371.6526309,0.0,-21033371.6526309
7551,0.500174,Morgan Creek Productions,5.9,2007,17352531.6134205,14323804.9705853,-3028726.6428352017
8091,1.173211,Morgan Creek Productions,6.0,1995,42929006.0132089,303916660.775853,260987654.76264408
8287,0.566939,Morgan Creek Productions,6.8,1992,62160970.1835582,117337931.587501,55176961.4039428
8291,0.524767,Morgan Creek Productions,5.1,1992,0.0,0.0,0.0
8346,0.345107,Morgan Creek Productions,5.2,1992,0.0,0.0,0.0
8369,0.342334,Morgan Creek Productions,6.4,1992,0.0,0.0,0.0
8626,0.228483,Morgan Creek Productions,5.0,1996,0.0,0.0,0.0
8653,0.099873,Morgan Creek Productions,6.0,1996,9731517.17272177,1529238.41285627,-8202278.7598655
8711,0.74231,Morgan Creek Productions,6.0,2000,52297864.3223716,134697582.85096,82399718.52858838
8721,0.66065,Morgan Creek Productions,5.3,2000,80536178.4722236,24582519.9516985,-55953658.5205251
8775,0.339608,Morgan Creek Productions,5.7,2000,50651684.5737255,38240888.5217204,-12410796.052005097
9092,0.577579,Morgan Creek Productions,5.8,1998,100327160.180872,19487391.0831627,-80839769.0977093
9103,0.30829,Morgan Creek Productions,4.7,1998,0.0,4778840.81464048,4778840.81464048
9319,1.606765,Morgan Creek Productions,6.5,1991,76852456.412649,625217000.916145,548364544.5034959
9530,0.288071,Morgan Creek Productions,6.9,1988,23970583.300174,14822132.7402396,-9148450.559934402
10013,0.518986,Morgan Creek Productions,5.9,1990,0.0,65127515.5307698,65127515.5307698
10025,0.457183,Morgan Creek Productions,6.1,1990,0.0,0.0,0.0
10068,0.255367,Morgan Creek Productions,6.2,1990,18357883.9434603,14790369.654351,-3567514.289109301
10107,0.31035,Morgan Creek Productions,5.9,1990,0.0,49035503.4799872,49035503.4799872
10246,0.853733,Morgan Creek Productions,7.3,1993,18868374.5212338,18538632.3175707,-329742.20366309956
10354,0.240771,Morgan Creek Productions,5.9,1993,9056819.77019225,20542974.4588625,11486154.688670248
3373,5.903353,Motel Movies,7.3,2011,14540970.638872,73844056.8144804,59303086.1756084
1677,0.34638,Defilm,5.9,2009,0.0,0.0,0.0
7117,0.430458,The Convex Group,5.5,2004,0.0,0.0,0.0
8419,0.251658,Martin Poll Productions,6.6,1981,11990954.024284,47736848.9211738,35745894.896889806
6119,0.587272999999999,Stone Group Pictures,6.1,1985,50679151.3066605,196175345.809188,145496194.5025275
9345,0.627123,Stone Group Pictures,5.1,1991,24016392.6289528,48197244.7113501,24180852.082397297
10271,0.642039999999999,Stone Group Pictures,5.3,1993,0.0,0.0,0.0
9404,0.251132,Harvey Bernhard Productions,4.6,1991,0.0,0.0,0.0
804,0.796721,"Screen Gems, Inc.",5.8,2014,11513638.1346432,45135933.6961818,33622295.56153859
4072,0.346921999999999,"Screen Gems, Inc.",4.7,2002,12122613.9362054,725714.221983972,-11396899.71422143
6770,0.357462,"Screen Gems, Inc.",5.2,2006,21633383.1658314,40668024.8104618,19034641.6446304
8827,0.397483,"Screen Gems, Inc.",6.3,2000,0.0,0.0,0.0
1479,0.84809,Cold Spring Pictures,6.0,2009,0.0,42306698.424437,42306698.424437
1756,0.249295,Cold Spring Pictures,5.1,2009,15246006.5118743,6510293.79867668,-8735712.713197619
3396,2.252505,Cold Spring Pictures,6.1,2011,24234951.0647868,143258069.269306,119023118.20451921
4468,0.885627,Cold Spring Pictures,6.2,2012,0.0,22385986.5231286,22385986.5231286
7441,1.180341,Cold Spring Pictures,6.6,2007,21033371.6526309,123844633.21428,102811261.5616491
1196,0.140935,Melenny Productions,7.4,2014,0.0,0.0,0.0
8333,0.266,YOY,6.7,1992,0.0,0.0,0.0
3082,0.432911,Chang-Hong Channel Film & Video Co.,5.1,2008,10127866.3380916,23189500.0763641,13061633.7382725
4694,0.287294,Big Yellow Films,3.6,2012,0.0,0.0,0.0
7197,0.216459,Fantail Films Inc.,6.0,2004,69266723.9887289,86054330.740295,16787606.751566097
8829,0.254766,Skipped Parts Productions,6.7,2000,0.0,0.0,0.0
6896,0.133041,Cinema Gypsy Productions,6.6,2006,8653353.26633258,20495926.9207009,11842573.65436832
1345,0.474001,ITC Entertainment,6.0,1977,21586686.1954221,0.0,-21586686.1954221
