,popularity,genres,vote_average,release_year,budget_adj,revenue_adj,net_profit
205,0.690479,Comedy,6.6,2015,9199995.95200178,9968887.45368952,768891.501687739
206,0.689578999999999,Comedy,5.1,2015,13799993.9280026,2779009.65723575,-11020984.27076685
208,0.673792,Comedy,6.6,2015,919999.595200178,13289393.2326669,12369393.637466723
211,0.661163,Comedy,5.0,2015,12879994.3328024,11329473.9350314,-1550520.3977710009
216,0.640151,Comedy,7.3,2015,0.0,0.0,0.0
223,0.602165,Comedy,5.4,2015,7359996.76160142,33111785.4708143,25751788.709212877
229,0.577814,Comedy,4.9,2015,32199985.8320062,13276746.9182313,-18923238.9137749
238,0.546458,Comedy,4.9,2015,2759998.78560053,0.0,-2759998.78560053
239,0.542568,Comedy,5.7,2015,5519997.57120106,0.0,-5519997.57120106
243,0.52985,Comedy,4.8,2015,0.0,0.0,0.0
255,0.497265,Comedy,4.3,2015,0.0,145146.496135541,145146.496135541
265,0.471091,Comedy,4.4,2015,18399991.9040035,0.0,-18399991.9040035
266,0.470991,Comedy,6.0,2015,0.0,0.0,0.0
267,0.470124,Comedy,5.9,2015,0.0,0.0,0.0
268,0.467556,Comedy,5.8,2015,4875997.85456094,0.0,-4875997.85456094
272,0.454151,Comedy,6.5,2015,0.0,0.0,0.0
282,0.441882,Comedy,6.6,2015,0.0,0.0,0.0
283,0.441402,Comedy,6.3,2015,0.0,0.0,0.0
284,0.439597999999999,Comedy,5.4,2015,0.0,0.0,0.0
285,0.438409,Comedy,5.5,2015,0.0,0.0,0.0
299,0.412877,Comedy,5.7,2015,0.0,0.0,0.0
304,0.402236,Comedy,4.2,2015,411721.898842364,709611.327771015,297889.428928651
321,0.374853,Comedy,5.9,2015,0.0,0.0,0.0
324,0.370148,Comedy,6.5,2015,0.0,0.0,0.0
330,0.36603,Comedy,7.2,2015,4047998.21888078,0.0,-4047998.21888078
332,0.329164,Comedy,5.9,2015,0.0,0.0,0.0
338,0.354624,Comedy,6.6,2015,0.0,0.0,0.0
342,0.347797,Comedy,4.2,2015,0.0,0.0,0.0
344,0.344549,Comedy,6.2,2015,0.0,6853703.50437045,6853703.50437045
353,0.332921,Comedy,4.7,2015,0.0,0.0,0.0
354,0.330968,Comedy,5.6,2015,0.0,65281.3312762142,65281.3312762142
361,0.324666,Comedy,4.0,2015,0.0,0.0,0.0
372,0.307395,Comedy,5.9,2015,0.0,3171820.96439877,3171820.96439877
373,0.305916,Comedy,5.8,2015,0.0,0.0,0.0
382,0.295946,Comedy,5.7,2015,0.0,0.0,0.0
388,0.289526,Comedy,5.2,2015,643999.716640124,0.0,-643999.716640124
393,0.283194,Comedy,5.7,2015,1839999.19040035,0.0,-1839999.19040035
394,0.282237,Comedy,4.1,2015,0.0,0.0,0.0
397,0.277844,Comedy,4.8,2015,0.0,0.0,0.0
401,0.270842,Comedy,7.1,2015,0.0,0.0,0.0
404,0.264997,Comedy,6.0,2015,0.0,0.0,0.0
408,0.202673,Comedy,5.3,2015,0.0,0.0,0.0
409,0.259794,Comedy,5.6,2015,551999.757120106,6520452.97100069,5968453.213880584
413,0.255458,Comedy,5.4,2015,0.0,0.0,0.0
421,0.246609,Comedy,5.0,2015,0.0,0.0,0.0
423,0.24495,Comedy,6.4,2015,0.0,0.0,0.0
425,0.243691,Comedy,6.4,2015,0.0,0.0,0.0
428,0.242,Comedy,5.6,2015,0.0,0.0,0.0
430,0.239558,Comedy,5.1,2015,0.0,0.0,0.0
434,0.232354,Comedy,6.3,2015,0.0,148874.334495292,148874.334495292
435,0.231337,Comedy,7.0,2015,0.0,0.0,0.0
439,0.222636,Comedy,6.6,2015,0.0,0.0,0.0
447,0.355707,Comedy,7.0,2015,0.0,0.0,0.0
450,0.215386,Comedy,5.5,2015,0.0,0.0,0.0
456,0.208491,Comedy,7.7,2015,0.0,0.0,0.0
458,0.207366,Comedy,6.4,2015,0.0,0.0,0.0
462,0.204356,Comedy,4.0,2015,0.0,0.0,0.0
463,0.203224,Comedy,6.0,2015,0.0,0.0,0.0
467,0.335255,Comedy,5.9,2015,0.0,1011999.55472019,1011999.55472019
469,0.198261,Comedy,5.3,2015,0.0,0.0,0.0
474,0.193323,Comedy,5.1,2015,0.0,96146.397695585,96146.397695585
475,0.193063,Comedy,4.8,2015,0.0,0.0,0.0
479,0.28365,Comedy,5.2,2015,0.0,0.0,0.0
483,0.181987,Comedy,5.4,2015,0.0,0.0,0.0
485,0.087904,Comedy,7.4,2015,2759998.78560053,0.0,-2759998.78560053
490,0.170743,Comedy,6.1,2015,0.0,0.0,0.0
495,0.16414,Comedy,7.4,2015,0.0,0.0,0.0
497,0.162465,Comedy,5.2,2015,0.0,0.0,0.0
500,0.157172,Comedy,7.5,2015,0.0,0.0,0.0
517,0.266117,Comedy,7.0,2015,0.0,0.0,0.0
521,0.138068,Comedy,5.8,2015,0.0,0.0,0.0
522,0.236145,Comedy,5.6,2015,0.0,0.0,0.0
525,0.136098,Comedy,6.5,2015,0.0,0.0,0.0
526,0.135554,Comedy,5.7,2015,0.0,0.0,0.0
532,0.126594,Comedy,6.6,2015,0.0,0.0,0.0
541,0.11096,Comedy,5.5,2015,0.0,0.0,0.0
543,0.110135999999999,Comedy,7.0,2015,0.0,0.0,0.0
544,0.11004,Comedy,7.4,2015,0.0,0.0,0.0
553,0.068741,Comedy,8.0,2015,0.0,0.0,0.0
556,0.10091,Comedy,6.5,2015,0.0,0.0,0.0
561,0.096624,Comedy,6.0,2015,0.0,0.0,0.0
566,0.090238,Comedy,5.5,2015,0.0,0.0,0.0
567,0.090045,Comedy,6.7,2015,0.0,0.0,0.0
572,0.082569,Comedy,6.1,2015,0.0,0.0,0.0
573,0.082444,Comedy,7.7,2015,0.0,0.0,0.0
576,0.08182,Comedy,7.1,2015,0.0,0.0,0.0
581,0.077836,Comedy,6.0,2015,0.0,0.0,0.0
586,0.070776,Comedy,3.3,2015,9.19999595200178,0.0,-9.19999595200178
601,0.046453,Comedy,4.9,2015,0.0,0.0,0.0
602,0.03884,Comedy,5.2,2015,0.0,0.0,0.0
603,0.038804,Comedy,6.0,2015,0.0,0.0,0.0
605,0.037147,Comedy,3.9,2015,0.0,0.0,0.0
606,0.036987,Comedy,6.3,2015,0.0,0.0,0.0
607,0.079539,Comedy,4.0,2015,0.0,0.0,0.0
611,0.032678,Comedy,8.2,2015,0.0,0.0,0.0
616,0.026797,Comedy,6.6,2015,0.0,0.0,0.0
617,0.025288,Comedy,6.1,2015,0.0,12589.2744607192,12589.2744607192
624,0.017625,Comedy,6.5,2015,0.0,674042.303421386,674042.303421386
625,0.01705,Comedy,6.7,2015,0.0,0.0,0.0
635,8.691294,Comedy,7.8,2014,151980023.37729,600648487.706658,448668464.329368
638,6.90714799999999,Comedy,7.3,2014,16579638.9138862,95070499.387935,78490860.4740488
641,6.286692,Comedy,6.1,2014,116978563.447975,321851579.072442,204873015.62446702
645,5.787396,Comedy,5.8,2014,115136381.346432,439544649.42814,324408268.08170795
646,5.701683,Comedy,5.3,2014,36843642.0308583,116121496.515052,79277854.48419371
649,4.93082,Comedy,7.9,2014,27632731.5231437,160822790.371651,133190058.84850729
653,4.105685,Comedy,6.1,2014,38685824.1324013,98230083.9390274,59544259.8066261
656,3.989231,Comedy,6.1,2014,40528006.2339442,10413095.5199052,-30114910.714038998
663,3.489106,Comedy,7.7,2014,133558202.361861,561057788.331434,427499585.969573
666,3.327799,Comedy,7.5,2014,55265463.0462875,432139714.774945,376874251.72865754
670,3.14993,Comedy,6.4,2014,15658547.8631148,125840630.063122,110182082.2000072
672,3.007018,Comedy,6.5,2014,121584018.701832,344075490.780339,222491472.078507
673,2.996038,Comedy,5.6,2014,46054552.5385729,196102469.537216,150047916.9986431
676,2.805019,Comedy,7.0,2014,46054552.5385729,173571884.248329,127517331.7097561
678,2.721864,Comedy,7.1,2014,50660007.7924302,238753457.084986,188093449.2925558
680,2.67235,Comedy,7.2,2014,10132001.558486,42340653.5509441,32208651.992458098
688,2.493306,Comedy,4.0,2014,11053092.6092575,0.0,-11053092.6092575
689,2.445165,Comedy,6.7,2014,36843642.0308583,113749780.089511,76906138.0586527
690,2.376309,Comedy,6.2,2014,16579638.9138862,246997381.338142,230417742.42425582
693,2.295091,Comedy,7.6,2014,0.0,4089120.16461739,4089120.16461739
696,2.165462,Comedy,6.1,2014,23027276.2692864,141846012.919223,118818736.64993662
698,2.160156,Comedy,6.3,2014,18421821.0154291,10234219.6378454,-8187601.377583697
707,1.900038,Comedy,6.2,2014,36843642.0308583,181253395.832431,144409753.80157268
709,1.875208,Comedy,4.7,2014,0.0,0.0,0.0
712,1.811692,Comedy,6.5,2014,94872378.2294603,460719091.177882,365846712.9484217
713,1.805954,Comedy,5.5,2014,36843642.0308583,156435350.000782,119591707.9699237
724,1.58801,Comedy,6.1,2014,59870918.3001448,123262077.115584,63391158.8154392
726,1.54505499999999,Comedy,7.3,2014,46054552.5385729,89748446.3496701,43693893.8110972
727,1.542392,Comedy,7.1,2014,11974183.6600289,50510085.4864604,38535901.826431505
729,1.53689,Comedy,6.3,2014,0.0,17143.3466369584,17143.3466369584
732,1.440084,Comedy,6.6,2014,55265463.0462875,99713420.9413734,44447957.89508589
737,1.375493,Comedy,7.1,2014,0.0,0.0,0.0
743,1.240895,Comedy,5.9,2014,46054552.5385729,139237453.588524,93182901.0499511
746,1.211609,Comedy,5.9,2014,0.0,0.0,0.0
748,1.196549,Comedy,6.8,2014,0.0,594275.050683035,594275.050683035
754,1.111485,Comedy,5.6,2014,0.0,0.0,0.0
757,1.041267,Comedy,6.2,2014,22106185.218515,64643485.2611615,42537300.0426465
760,1.027357,Comedy,5.7,2014,13816365.7615718,54536.8800251273,-13761828.881546672
766,0.988081,Comedy,6.0,2014,7368728.40617167,23993576.3110119,16624847.90484023
771,0.966048,Comedy,5.1,2014,18421821.0154291,92593075.7901349,74171254.77470581
781,0.920514,Comedy,7.7,2014,0.0,6929951.94667988,6929951.94667988
782,0.916578,Comedy,6.1,2014,0.0,0.0,0.0
785,0.897075,Comedy,5.4,2014,0.0,0.0,0.0
787,0.894732,Comedy,5.5,2014,0.0,0.0,0.0
790,0.889246999999999,Comedy,6.3,2014,0.0,29787463.7665807,29787463.7665807
792,0.876513999999999,Comedy,6.2,2014,25790549.4216008,92711635.866917,66921086.445316195
793,0.876066,Comedy,6.5,2014,18237602.8052749,38037670.7817944,19800067.9765195
798,0.833734,Comedy,5.4,2014,0.0,0.0,0.0
804,0.796721,Comedy,5.8,2014,11513638.1346432,45135933.6961818,33622295.56153859
806,0.778247,Comedy,6.3,2014,5066000.77924302,5050617.63760409,-15383.141638929956
807,0.777096,Comedy,7.0,2014,6171310.04016878,1317763.51724144,-4853546.52292734
809,0.766932,Comedy,5.0,2014,0.0,100222.075052341,100222.075052341
811,0.760779,Comedy,6.3,2014,0.0,34219.4536272105,34219.4536272105
813,0.751772999999999,Comedy,6.3,2014,5526546.30462875,3210119.29050198,-2316427.01412677
814,0.747577,Comedy,6.9,2014,0.0,1035716.22658471,1035716.22658471
818,0.728025,Comedy,6.5,2014,5526546.30462875,13881.7632261766,-5512664.541402574
821,0.722464999999999,Comedy,6.4,2014,0.0,0.0,0.0
826,0.7057,Comedy,8.0,2014,0.0,0.0,0.0
832,0.684152,Comedy,6.2,2014,0.0,0.0,0.0
835,0.676471,Comedy,5.8,2014,0.0,0.0,0.0
840,0.649574,Comedy,6.2,2014,0.0,23427297.822817,23427297.822817
848,0.623706,Comedy,5.7,2014,0.0,103158.5133222,103158.5133222
849,0.622166,Comedy,7.2,2014,0.0,0.0,0.0
853,0.609054,Comedy,4.4,2014,0.0,0.0,0.0
857,0.593558,Comedy,5.1,2014,0.0,0.0,0.0
859,0.59318,Comedy,5.5,2014,0.0,0.0,0.0
864,0.574398,Comedy,6.2,2014,46054552.5385729,74040166.0174509,27985613.478878
867,0.561727,Comedy,5.3,2014,18421821.0154291,0.0,-18421821.0154291
870,0.559472,Comedy,4.9,2014,2579054.94216008,1682561.62789947,-896493.3142606101
871,0.557453,Comedy,6.4,2014,0.0,424772.191155867,424772.191155867
873,0.550723,Comedy,6.3,2014,0.0,0.0,0.0
875,0.55046,Comedy,6.6,2014,0.0,0.0,0.0
877,0.550197,Comedy,5.8,2014,0.0,0.0,0.0
879,0.548529,Comedy,5.4,2014,0.0,0.0,0.0
888,0.519107,Comedy,5.9,2014,0.0,0.0,0.0
898,0.494022,Comedy,4.8,2014,0.0,13767.547935881,13767.547935881
901,0.485296,Comedy,5.7,2014,27632731.5231437,23315013.1393638,-4317718.383779902
903,0.481391,Comedy,4.6,2014,0.0,0.0,0.0
906,0.476645,Comedy,6.8,2014,0.0,0.0,0.0
907,0.472728,Comedy,5.2,2014,0.0,0.0,0.0
908,0.472703,Comedy,5.8,2014,0.0,0.0,0.0
910,0.470651,Comedy,4.8,2014,2210618.5218515,81307.470324749,-2129311.051526751
912,0.466373,Comedy,6.2,2014,0.0,0.0,0.0
914,0.465438,Comedy,5.1,2014,0.0,0.0,0.0
918,0.457089,Comedy,5.8,2014,0.0,0.0,0.0
922,0.449196,Comedy,6.1,2014,0.0,0.0,0.0
926,0.444337,Comedy,5.7,2014,2486945.83708294,0.0,-2486945.83708294
927,0.43549,Comedy,5.0,2014,0.0,0.0,0.0
929,0.430708,Comedy,5.7,2014,0.0,0.0,0.0
931,0.428819,Comedy,6.0,2014,0.0,0.0,0.0
934,0.416516,Comedy,6.5,2014,0.0,0.0,0.0
939,0.408464,Comedy,6.0,2014,0.0,15048675.977669,15048675.977669
950,0.669806999999999,Comedy,6.2,2014,0.0,6610068.99893061,6610068.99893061
952,0.390044,Comedy,6.0,2014,0.0,0.0,0.0
954,0.386307,Comedy,5.7,2014,4605455.25385729,9606709.77986845,5001254.52601116
961,0.378725,Comedy,6.7,2014,0.0,0.0,0.0
968,0.360727,Comedy,6.7,2014,0.0,2877454.36224116,2877454.36224116
973,0.354648,Comedy,3.9,2014,0.0,0.0,0.0
975,0.351449,Comedy,3.8,2014,0.0,0.0,0.0
980,0.346216,Comedy,4.7,2014,1842182.10154291,0.0,-1842182.10154291
981,0.34388,Comedy,6.0,2014,9.21091050771459,0.0,-9.21091050771459
983,0.34162,Comedy,6.7,2014,11697856.3447975,3159358.88378502,-8538497.461012479
986,0.340101,Comedy,5.3,2014,4605455.25385729,0.0,-4605455.25385729
995,0.330645,Comedy,7.1,2014,0.0,0.0,0.0
996,0.330541,Comedy,5.8,2014,300208.442904789,0.0,-300208.442904789
999,0.460808,Comedy,5.9,2014,0.0,12682.5026780722,12682.5026780722
1005,0.318608,Comedy,5.4,2014,0.0,0.0,0.0
1006,0.317225,Comedy,5.9,2014,4605455.25385729,69213.5448281198,-4536241.709029171
1010,0.689942,Comedy,5.2,2014,0.0,0.0,0.0
1013,0.309101,Comedy,5.6,2014,0.0,0.0,0.0
1017,0.306919,Comedy,6.5,2014,9210910.50771459,0.0,-9210910.50771459
1018,0.306026,Comedy,5.8,2014,0.0,4102101.10079591,4102101.10079591
1020,0.12871,Comedy,5.9,2014,0.0,0.0,0.0
1026,0.296822,Comedy,5.6,2014,0.0,0.0,0.0
1034,0.290033,Comedy,6.7,2014,0.0,0.0,0.0
1035,0.289951,Comedy,6.8,2014,0.0,0.0,0.0
1049,0.275803,Comedy,4.9,2014,0.0,0.0,0.0
1050,0.272995,Comedy,5.5,2014,0.0,0.0,0.0
1055,0.269274,Comedy,6.3,2014,0.0,0.0,0.0
1056,0.269033,Comedy,3.7,2014,0.0,0.0,0.0
1057,0.205077,Comedy,6.2,2014,921091.050771459,0.0,-921091.050771459
1058,0.267446,Comedy,5.8,2014,0.0,0.0,0.0
1065,0.256655,Comedy,6.2,2014,0.0,0.0,0.0
1069,0.751476,Comedy,6.0,2014,4605455.25385729,3697062.36431177,-908392.8895455203
1073,0.240398,Comedy,7.1,2014,4605455.25385729,0.0,-4605455.25385729
1081,0.231578,Comedy,6.1,2014,0.0,7612.81753462611,7612.81753462611
1084,0.228495,Comedy,6.2,2014,0.0,0.0,0.0
1103,0.212083,Comedy,4.9,2014,0.0,0.0,0.0
1108,0.208431,Comedy,5.2,2014,0.0,0.0,0.0
1117,0.199012,Comedy,6.2,2014,0.0,0.0,0.0
1129,0.310285,Comedy,3.4,2014,0.0,0.0,0.0
1136,0.131462,Comedy,5.1,2014,0.0,0.0,0.0
1138,0.18545,Comedy,7.1,2014,0.0,0.0,0.0
1147,0.180131,Comedy,5.2,2014,0.0,0.0,0.0
1152,0.226614,Comedy,6.5,2014,0.0,0.0,0.0
1159,0.168968,Comedy,5.8,2014,0.0,0.0,0.0
1166,0.163674,Comedy,4.5,2014,0.0,0.0,0.0
1169,0.161591,Comedy,5.9,2014,0.0,0.0,0.0
1174,0.158245,Comedy,5.6,2014,0.0,0.0,0.0
1177,0.153047,Comedy,7.8,2014,0.0,0.0,0.0
1179,0.151591,Comedy,5.2,2014,5434437.19955161,21185094.1677435,15750656.96819189
1180,0.148877,Comedy,5.9,2014,0.0,0.0,0.0
1182,0.145525,Comedy,6.9,2014,0.0,0.0,0.0
1184,0.087132,Comedy,4.9,2014,0.0,0.0,0.0
1191,0.137202,Comedy,6.4,2014,0.0,0.0,0.0
1195,0.13154,Comedy,5.6,2014,0.0,0.0,0.0
1197,0.130592,Comedy,4.3,2014,0.0,0.0,0.0
1198,0.130097,Comedy,5.4,2014,7368728.40617167,0.0,-7368728.40617167
1202,0.124685,Comedy,4.8,2014,0.0,0.0,0.0
1204,0.119415,Comedy,5.2,2014,0.0,0.0,0.0
1205,0.118137,Comedy,2.4,2014,1289527.47108004,0.0,-1289527.47108004
1210,0.136026,Comedy,5.9,2014,0.0,0.0,0.0
1212,0.110972,Comedy,5.3,2014,0.0,0.0,0.0
1216,0.109169,Comedy,5.1,2014,0.0,0.0,0.0
1222,0.101299,Comedy,5.4,2014,0.0,0.0,0.0
1225,0.097531,Comedy,8.1,2014,0.0,0.0,0.0
1227,0.130742,Comedy,5.1,2014,0.0,0.0,0.0
1233,0.0951,Comedy,6.9,2014,0.0,0.0,0.0
1238,0.092777,Comedy,5.3,2014,0.0,0.0,0.0
1240,0.088805,Comedy,4.2,2014,0.0,0.0,0.0
1241,0.135376,Comedy,5.7,2014,0.0,0.0,0.0
1242,0.08675,Comedy,7.4,2014,0.0,0.0,0.0
1243,0.083258,Comedy,7.5,2014,0.0,0.0,0.0
1245,0.081879,Comedy,6.4,2014,0.0,0.0,0.0
1251,0.078644,Comedy,6.0,2014,0.0,0.0,0.0
1252,0.067359,Comedy,6.7,2014,0.0,0.0,0.0
1254,0.07643,Comedy,4.9,2014,921091.050771459,0.0,-921091.050771459
1255,0.076348,Comedy,5.7,2014,0.0,0.0,0.0
1257,0.0759649999999999,Comedy,4.1,2014,0.0,0.0,0.0
1260,0.074121,Comedy,6.8,2014,0.0,0.0,0.0
1266,0.043409,Comedy,5.5,2014,0.0,0.0,0.0
1271,0.065064,Comedy,7.0,2014,0.0,0.0,0.0
1272,0.064907,Comedy,6.7,2014,0.0,0.0,0.0
1276,0.166508,Comedy,7.0,2014,0.0,0.0,0.0
1284,0.096383,Comedy,7.2,2014,0.0,0.0,0.0
1285,0.04464,Comedy,6.9,2014,0.0,0.0,0.0
1291,0.034572,Comedy,6.1,2014,0.0,0.0,0.0
1298,0.022635,Comedy,6.6,2014,0.0,0.0,0.0
1300,0.021036,Comedy,6.3,2014,0.0,0.0,0.0
1305,0.018014,Comedy,5.4,2014,7829273.9315574,0.0,-7829273.9315574
1308,0.015258,Comedy,5.4,2014,0.0,0.0,0.0
1313,0.002922,Comedy,6.0,2014,4.60545525385729,0.0,-4.60545525385729
1314,0.010047,Comedy,5.8,2014,0.0,0.0,0.0
1321,0.005266,Comedy,5.8,2014,2292964.06179047,0.0,-2292964.06179047
1324,0.004282,Comedy,6.4,2014,0.0,0.0,0.0
1332,1.179653,Comedy,7.6,1977,14391124.1302814,137620251.333787,123229127.20350559
1333,1.104997,Comedy,6.4,1977,35977810.3257035,0.0,-35977810.3257035
1337,0.905657,Comedy,6.4,1977,0.0,0.0,0.0
1341,0.560826,Comedy,6.2,1977,12232455.5107391,111758008.930412,99525553.41967289
1342,0.541642,Comedy,6.9,1977,0.0,455973514.57515,455973514.57515
1347,0.407317,Comedy,7.3,1977,0.0,100737868.911969,100737868.911969
1353,0.346062,Comedy,5.8,1977,0.0,0.0,0.0
1366,0.078067,Comedy,5.6,1977,0.0,149981572.165551,149981572.165551
1374,0.125508999999999,Comedy,6.2,1977,2158668.61954221,0.0,-2158668.61954221
1381,0.140163,Comedy,6.5,1977,0.0,366973665.322175,366973665.322175
1385,0.002457,Comedy,7.5,1977,0.0,0.0,0.0
1390,4.90890199999999,Comedy,7.6,2009,177870075.971866,743337082.495734,565467006.523868
1394,3.431559,Comedy,6.9,2009,91476039.0712458,532622976.829525,441146937.7582792
1395,3.244139,Comedy,7.3,2009,7623003.25593715,61718613.198854,54095609.94291685
1396,3.154914,Comedy,6.4,2009,91476039.0712458,901228865.731673,809752826.6604272
1397,3.15306,Comedy,7.1,2009,35574015.1943733,466802856.532436,431228841.3380627
1404,2.041804,Comedy,7.1,2009,23987050.2453489,104070645.115453,80083594.8701041
1406,1.926432,Comedy,6.0,2009,40656017.3649981,180166572.785146,139510555.4201479
1408,1.895894,Comedy,6.7,2009,40656017.3649981,322580119.28882,281924101.9238219
1409,1.874759,Comedy,5.5,2009,0.0,77115349.8623082,77115349.8623082
1410,1.860267,Comedy,6.3,2009,38623216.4967482,208665898.200178,170042681.7034298
1411,1.849649,Comedy,6.4,2009,101640043.412495,246973582.329756,145333538.917261
1412,1.826169,Comedy,7.5,2009,40656017.3649981,47233167.9514307,6577150.5864325985
1414,1.752134,Comedy,5.9,2009,152460065.118743,419881290.527696,267421225.408953
1415,1.732516,Comedy,6.0,2009,20328008.682499,138502321.763511,118174313.08101201
1417,1.708605,Comedy,5.7,2009,0.0,0.0,0.0
1419,1.64173899999999,Comedy,5.4,2009,26426411.2872487,186299217.920521,159872806.6332723
1430,1.324927,Comedy,5.1,2009,152460065.118743,297620180.711931,145160115.593188
1431,1.311696,Comedy,5.0,2009,0.0,0.0,0.0
1433,1.297769,Comedy,5.8,2009,18803408.0313116,32436176.6593397,13632768.628028098
1434,1.290519,Comedy,6.0,2009,40656017.3649981,110109447.015147,69453429.6501489
1435,1.285167,Comedy,5.5,2009,0.0,103899774.989271,103899774.989271
1439,1.232312,Comedy,5.3,2009,71148030.3887467,174663169.978133,103515139.5893863
1448,1.104112,Comedy,5.2,2009,16262406.9459992,32073594.0996735,15811187.153674299
1450,1.085541,Comedy,4.6,2009,15246006.5118743,40763290.2996165,25517283.7877422
1452,1.080415,Comedy,5.3,2009,76230032.5593715,450407693.460134,374177660.90076256
1454,1.074072,Comedy,5.8,2009,30492013.0237486,116543991.538669,86051978.51492041
1458,1.037708,Comedy,5.6,2009,14941086.3816368,8181684.01696087,-6759402.364675931
1459,1.022125,Comedy,6.4,2009,41672417.799123,93139872.3523022,51467454.5531792
1460,1.01800499999999,Comedy,6.0,2009,22360809.5507489,36005808.5252009,13644998.974452004
1463,0.967776,Comedy,7.1,2009,50820021.7062476,36944919.8375141,-13875101.868733495
1467,0.95556,Comedy,6.1,2009,0.0,964312.961077351,964312.961077351
1475,0.884343,Comedy,6.4,2009,7114803.03887467,31945805.1222922,24831002.083417527
1477,0.882568,Comedy,5.3,2009,0.0,12230329.1450181,12230329.1450181
1481,0.8342,Comedy,6.3,2009,13213205.6436243,10826732.9983141,-2386472.6453102008
1486,0.816681,Comedy,7.8,2009,9147603.90712458,71148030.3887467,62000426.481622115
1488,0.811236,Comedy,5.8,2009,24393610.4189988,69856549.3083293,45462938.8893305
1489,0.804856999999999,Comedy,6.7,2009,15246006.5118743,0.0,-15246006.5118743
1491,0.790326,Comedy,5.5,2009,20328008.682499,5296450.46541992,-15031558.217079079
1493,0.786159,Comedy,6.2,2009,86394036.900621,222697050.060364,136303013.159743
1496,0.767264,Comedy,4.9,2009,18295207.8142491,0.0,-18295207.8142491
1497,0.767143999999999,Comedy,5.8,2009,18295207.8142491,0.0,-18295207.8142491
1498,0.760048,Comedy,5.4,2009,101640043.412495,69815357.6479355,-31824685.764559507
1500,0.748763,Comedy,5.7,2009,71148030.3887467,106666921.105575,35518890.7168283
1503,0.725903,Comedy,5.1,2009,0.0,0.0,0.0
1506,0.717595,Comedy,4.5,2009,60984026.0474972,63380596.6311204,2396570.5836232007
1507,0.713022,Comedy,5.1,2009,4573801.95356229,757031.305743211,-3816770.6478190795
1514,0.6642,Comedy,5.2,2009,35574015.1943733,93731746.7187036,58157731.524330296
1515,0.66342,Comedy,4.5,2009,0.0,202706.836980144,202706.836980144
1517,0.654405,Comedy,7.5,2009,8131203.47299962,0.0,-8131203.47299962
1525,0.616661,Comedy,4.7,2009,0.0,0.0,0.0
1526,0.61574,Comedy,5.5,2009,0.0,0.0,0.0
1529,0.606857,Comedy,5.6,2009,9147603.90712458,1001273.34646387,-8146330.560660711
1531,0.604388,Comedy,5.5,2009,76230032.5593715,62466935.9856777,-13763096.573693804
1532,0.603274,Comedy,5.6,2009,0.0,0.0,0.0
1540,0.578317,Comedy,6.1,2009,0.0,0.0,0.0
1547,0.561315,Comedy,6.0,2009,0.0,0.0,0.0
1548,0.554339,Comedy,5.5,2009,0.0,24401054.5357784,24401054.5357784
1549,0.551708,Comedy,6.6,2009,22360809.5507489,0.0,-22360809.5507489
1550,0.549975,Comedy,5.8,2009,35574015.1943733,158096289.101687,122522273.9073137
1553,0.54269,Comedy,4.8,2009,8131203.47299962,0.0,-8131203.47299962
1554,0.53923,Comedy,5.1,2009,45738019.5356229,58830330.4460107,13092310.9103878
1561,0.534693,Comedy,4.5,2009,3049201.30237486,18393.7986563592,-3030807.5037185005
1564,0.520419,Comedy,5.7,2009,15246006.5118743,5107190.60618325,-10138815.90569105
1567,0.513739,Comedy,5.9,2009,0.0,0.0,0.0
1570,0.507995,Comedy,5.2,2009,3557401.51943733,0.0,-3557401.51943733
1573,0.495483,Comedy,6.0,2009,5183642.21403726,0.0,-5183642.21403726
1582,0.480074,Comedy,6.3,2009,9655804.12418705,17445880.2342843,7790076.11009725
1583,0.478888,Comedy,5.8,2009,8131203.47299962,11026707.7509274,2895504.2779277796
1584,0.477243,Comedy,5.5,2009,0.0,0.0,0.0
1585,0.476687,Comedy,6.3,2009,3557401.51943733,45191.1961020636,-3512210.323335266
1587,0.474515,Comedy,5.3,2009,0.0,0.0,0.0
1592,0.47064,Comedy,5.5,2009,6403322.7349872,0.0,-6403322.7349872
1593,0.461154,Comedy,6.6,2009,17278807.3801242,15143773.9070087,-2135033.4731155
1594,0.458932,Comedy,5.7,2009,17278807.3801242,20790751.4065457,3511944.0264214985
1600,0.442826,Comedy,7.2,2009,0.0,0.0,0.0
1611,0.426316,Comedy,5.3,2009,0.0,0.0,0.0
1613,0.424415,Comedy,5.6,2009,35574015.1943733,74232256.8500815,38658241.6557082
1622,0.295735,Comedy,5.1,2009,0.0,0.0,0.0
1624,0.409673,Comedy,5.2,2009,0.0,0.0,0.0
1626,0.408711,Comedy,5.8,2009,6504962.7783997,0.0,-6504962.7783997
1628,0.405888,Comedy,6.5,2009,0.0,6250650.24217773,6250650.24217773
1630,0.371642,Comedy,6.3,2009,0.0,0.0,0.0
1634,0.400567,Comedy,4.2,2009,0.0,0.0,0.0
1640,0.394271,Comedy,4.8,2009,0.0,0.0,0.0
1645,0.389989,Comedy,5.4,2009,0.0,0.0,0.0
1646,0.388271,Comedy,6.1,2009,0.0,0.0,0.0
1653,0.378522,Comedy,7.4,2009,2947561.25896236,301420.663542793,-2646140.595419567
1655,0.376543,Comedy,6.3,2009,6098402.60474972,6780114.57272253,681711.9679728104
