,popularity,cast,vote_average,release_year,budget_adj,revenue_adj,net_profit
10017,0.509163,Uma Thurman,5.8,1990,0.0,19304898.7512633,19304898.7512633
10268,0.665972999999999,Uma Thurman,5.3,1993,0.0,16727321.1949809,16727321.1949809
10342,0.293473,Uma Thurman,4.5,1993,12075759.6935896,0.0,-12075759.6935896
318,0.378836,Rob Van Dam,3.8,2015,0.0,0.0,0.0
170,0.880937999999999,Alessandro Lindblad,6.2,2015,5519997.57120106,10232318.2977799,4712320.726578839
1261,0.03551,Axel Axwell Hedfors,7.6,2014,690818.288078594,0.0,-690818.288078594
6703,0.546313,Beans El-Balawi,5.9,2006,0.0,0.0,0.0
2628,0.044502,Anthony Carpio,6.9,1999,0.0,0.0,0.0
7545,0.522454,Cristian Solimeno,4.6,2007,3680840.03921041,57786.0336098555,-3623054.0056005544
7611,0.390687,Cristian Solimeno,3.4,2007,13671691.5742101,0.0,-13671691.5742101
8335,0.260003,Terrence Mann,4.4,1992,0.0,0.0,0.0
9555,0.199235,Terrence Mann,4.5,1988,8297509.60390639,7031296.73111311,-1266212.8727932805
488,0.253949,Corbin Bleu,6.9,2015,3127998.6236806,0.0,-3127998.6236806
2940,1.091878,Corbin Bleu,6.1,2008,0.0,0.0,0.0
4869,0.092594,Corbin Bleu,3.6,2012,0.0,0.0,0.0
5905,0.173264,Corbin Bleu,3.8,2013,0.0,0.0,0.0
6597,1.223392,Corbin Bleu,6.0,2006,4543010.4648246,0.0,-4543010.4648246
7205,0.274886,Corbin Bleu,5.2,2004,20780017.1966186,19282544.5084879,-1497472.6881307028
7459,0.996329,Corbin Bleu,6.0,2007,0.0,7361680.07842082,7361680.07842082
7762,0.134988,Corbin Bleu,5.4,2007,0.0,0.0,0.0
8792,0.284675,Walter Cronkite,6.3,2000,0.0,0.0,0.0
10356,0.231644,Walter Cronkite,5.7,1993,0.0,14063763.332016,14063763.332016
9642,0.405361,Kevin Peter Hall,5.6,1987,0.0,95951360.138665,95951360.138665
9993,1.034127,Kevin Peter Hall,5.7,1990,58411448.9110103,95328015.3325046,36916566.4214943
1388,5.806897,Rhona Mitra,6.2,2009,35574015.1943733,92825002.6782151,57250987.4838418
1780,0.220819,Rhona Mitra,6.0,2009,2032800.8682499,7425.82157171691,-2025375.0466781831
2576,0.216242,Rhona Mitra,4.5,1999,26181056.9318864,2004488.4804004,-24176568.451486003
3010,0.634961,Rhona Mitra,5.8,2008,30383599.014275,22495435.3706414,-7888163.6436336
3976,0.895022999999999,Rhona Mitra,6.0,2002,36367841.8086164,218961591.437361,182593749.6287446
5078,0.431188,Rhona Mitra,7.2,2003,59267632.2391264,46176121.1183849,-13091511.120741501
5230,6.66898999999999,Rhona Mitra,5.5,1997,0.0,0.0,0.0
6784,0.323679,Rhona Mitra,4.6,2006,0.0,0.0,0.0
7100,0.504606999999999,Rhona Mitra,5.6,2004,0.0,428756.403708632,428756.403708632
7193,0.165469,Rhona Mitra,5.6,2004,0.0,0.0,0.0
8692,1.006654,Rhona Mitra,5.3,2000,120297750.862598,240865798.108463,120568047.24586499
6102,0.717479,Stephen Geoffreys,6.8,1985,18244494.4703978,50521512.7929381,32277018.322540298
466,0.260306,Aiden Flowers,4.0,2015,0.0,0.0,0.0
8831,0.171378,Cyrille Thouvenin,7.5,2000,0.0,0.0,0.0
439,0.222636,Jemaine Clement,6.6,2015,0.0,0.0,0.0
462,0.204356,Jemaine Clement,4.0,2015,0.0,0.0,0.0
849,0.622166,Jemaine Clement,7.2,2014,0.0,0.0,0.0
1692,0.32918,Jemaine Clement,5.9,2009,10164004.3412495,0.0,-10164004.3412495
2051,0.73988,Jemaine Clement,5.4,2010,69000000.0,86387857.0,17387857.0
7746,0.15744,Jemaine Clement,6.9,2007,0.0,0.0,0.0
4346,0.113703,Peter Paul,6.1,1994,0.0,0.0,0.0
6031,0.049367,Carlo Aquino,5.8,2013,0.0,0.0,0.0
359,0.327066,Lance Henriksen,4.2,2015,0.0,0.0,0.0
1659,0.370303,Lance Henriksen,4.2,2009,0.0,0.0,0.0
1891,0.050789,Lance Henriksen,6.0,2009,0.0,0.0,0.0
3125,0.357127,Lance Henriksen,5.7,2008,10127866.3380916,0.0,-10127866.3380916
3295,0.128781,Lance Henriksen,3.2,2008,4658818.51552217,0.0,-4658818.51552217
3729,0.268708,Lance Henriksen,4.0,2011,0.0,0.0,0.0
3825,0.1471,Lance Henriksen,5.1,2011,1938796.08518294,0.0,-1938796.08518294
4268,0.414753,Lance Henriksen,6.2,1994,29422231.2319632,0.0,-29422231.2319632
4841,0.128912,Lance Henriksen,4.8,2012,0.0,0.0,0.0
5117,0.330848,Lance Henriksen,5.2,2003,0.0,0.0,0.0
5713,0.381676,Lance Henriksen,5.4,2013,9360333.52740424,968409.810378363,-8391923.717025876
6164,0.349429,Lance Henriksen,6.6,1985,30407490.7839963,0.0,-30407490.7839963
6905,0.113479,Lance Henriksen,5.4,2006,0.0,0.0,0.0
7154,0.315115,Lance Henriksen,5.8,2004,0.0,0.0,0.0
7871,0.15896,Lance Henriksen,3.0,1979,2403643.20200127,0.0,-2403643.20200127
7882,4.831966,Lance Henriksen,7.1,1984,13433869.0508425,164504443.462092,151070574.41124952
8120,0.764355,Lance Henriksen,7.0,1995,12878701.8039626,0.0,-12878701.8039626
8129,0.67066,Lance Henriksen,6.0,1995,0.0,0.0,0.0
8342,0.220131,Lance Henriksen,5.6,1992,31080485.0917791,17701080.6373861,-13379404.454393003
8404,0.346695,Lance Henriksen,4.8,1981,349622.644676855,0.0,-349622.644676855
9306,0.103379,Lance Henriksen,4.0,1989,0.0,3058693.6335475,3058693.6335475
9384,0.605466,Lance Henriksen,5.5,1991,3202185.68386037,0.0,-3202185.68386037
9517,0.340089,Lance Henriksen,5.5,1988,0.0,0.0,0.0
9645,0.385445,Lance Henriksen,6.6,1987,9595402.19032326,0.0,-9595402.19032326
10281,0.595221,Lance Henriksen,5.9,1993,27170459.3105767,111987088.899629,84816629.58905229
10368,0.191721,Lance Henriksen,5.5,1993,9056819.77019225,19584823.3059746,10528003.535782348
10472,2.485419,Lance Henriksen,7.6,1986,36804018.6009499,260732097.580384,223928078.97943407
10791,0.236193,Lance Henriksen,6.1,1978,22730364.7254155,88642923.6864774,65912558.961061895
2017,0.912122,Christina Aguilera,6.8,2010,55000000.0,89519773.0,34519773.0
3288,0.134056999999999,Christina Aguilera,6.9,2008,0.0,0.0,0.0
2361,0.095018,Tony Leung Ka-Fai,6.5,2010,0.0,0.0,0.0
7226,0.150707999999999,Tony Leung Ka-Fai,5.2,2004,0.0,0.0,0.0
2793,0.299969,Fred Ward,4.8,2001,41870595.9675906,24252792.7379638,-17617803.2296268
2976,0.780936,Fred Ward,5.1,2008,0.0,2465789.08029656,2465789.08029656
4080,0.246694,Fred Ward,4.9,2002,30306534.8405136,12994662.6555361,-17311872.184977498
4183,2.126863,Fred Ward,6.1,1994,44133346.8479448,75221756.0923511,31088409.24440629
5449,2.196946,Fred Ward,6.6,2013,57098034.5171659,123500625.270279,66402590.753113106
6167,0.211695,Fred Ward,5.8,1985,0.0,29178829.4940497,29178829.4940497
7839,0.567776,Fred Ward,7.1,1979,24036432.0200127,129195822.107568,105159390.08755529
8002,0.675752999999999,Fred Ward,7.2,1983,59111423.9394698,47070207.9518001,-12041215.987669699
8024,0.34109,Fred Ward,6.2,1983,0.0,0.0,0.0
8064,0.072379,Fred Ward,6.1,1983,0.0,61081804.7374522,61081804.7374522
8280,0.675696,Fred Ward,6.4,1992,12432194.0367116,33731807.4265575,21299613.389845904
8321,0.344615,Fred Ward,5.6,1992,0.0,0.0,0.0
8389,0.614293,Fred Ward,5.8,1981,0.0,0.0,0.0
8483,1.04502,Fred Ward,5.3,1996,69510836.9480127,83704023.9684487,14193187.020436004
8584,0.375865,Fred Ward,5.8,1996,5560866.95584101,0.0,-5560866.95584101
8794,0.246454,Fred Ward,4.9,2000,12662921.1434313,0.0,-12662921.1434313
9487,0.514373,Fred Ward,5.7,1988,0.0,0.0,0.0
9998,0.85552,Fred Ward,6.3,1990,18357883.9434603,81061739.9001598,62703855.956699505
10017,0.509163,Fred Ward,5.8,1990,0.0,19304898.7512633,19304898.7512633
10075,0.231569,Fred Ward,5.0,1990,0.0,0.0,0.0
3775,0.208455,Brett Rosenberg,4.8,2011,0.0,0.0,0.0
4830,0.139554999999999,Lila Salet,5.8,2012,0.0,0.0,0.0
5255,1.212565,Dwight Ewell,6.7,1997,339615.080268024,16330421.020815,15990805.940546976
2028,0.837063999999999,Deborah Ann Woll,6.2,2010,11000000.0,0.0,-11000000.0
3441,1.212003,Deborah Ann Woll,4.9,2011,6785786.2981403,0.0,-6785786.2981403
6772,0.355816,Matt Bushell,4.7,2006,0.0,0.0,0.0
6824,0.267231,Michael Trevino,5.1,2006,0.0,0.0,0.0
6010,0.0758669999999999,Nicole Leigh,6.5,2013,1123240.0232885,2678010.14285741,1554770.11956891
10428,0.154785999999999,Yoshio Tsuchiya,5.7,1967,0.0,0.0,0.0
560,0.097214,Adam Green,5.4,2015,0.0,0.0,0.0
5794,0.291471,B. Anthony Cohen,5.1,2013,530730.91100382,0.0,-530730.91100382
1828,0.149553,J. J. Feild,3.5,2009,0.0,0.0,0.0
2225,0.276859,J. J. Feild,7.1,2010,0.0,0.0,0.0
5741,0.341686,J. J. Feild,6.6,2013,4586563.42842808,2020934.38593403,-2565629.04249405
7489,0.743027,J. J. Feild,6.9,2007,0.0,0.0,0.0
6311,0.613793,Todd Collins,4.4,2005,10049069.6068904,0.0,-10049069.6068904
467,0.335255,Jason Schwartzman,5.9,2015,0.0,1011999.55472019,1011999.55472019
733,1.398713,Jason Schwartzman,6.8,2014,9210910.50771459,26604343.496959,17393432.98924441
1180,0.148877,Jason Schwartzman,5.9,2014,0.0,0.0,0.0
1412,1.826169,Jason Schwartzman,7.5,2009,40656017.3649981,47233167.9514307,6577150.5864325985
1857,0.246935,Jason Schwartzman,4.5,2009,0.0,0.0,0.0
2221,0.281852,Jason Schwartzman,7.7,2010,0.0,0.0,0.0
4003,0.645437,Jason Schwartzman,5.7,2002,16971659.5106876,7775341.53646373,-9196317.97422387
4047,0.441684,Jason Schwartzman,6.5,2002,2424522.78724109,0.0,-2424522.78724109
4747,0.219829,Jason Schwartzman,4.5,2012,0.0,0.0,0.0
4890,0.083202,Jason Schwartzman,7.0,2012,0.0,0.0,0.0
5857,0.21824,Jason Schwartzman,7.0,2013,0.0,0.0,0.0
6251,1.014707,Jason Schwartzman,4.9,2005,94907879.6206319,146745635.605327,51837755.98469511
6435,0.270403,Jason Schwartzman,5.8,2005,11483320.8334073,12938964.2959906,1455643.4625832997
6632,0.883222,Jason Schwartzman,6.5,2006,43266766.3316629,65413228.4460383,22146462.114375398
7048,0.809063,Jason Schwartzman,6.3,2004,25397798.7958672,0.0,-25397798.7958672
7539,0.542293999999999,Jason Schwartzman,7.1,2007,0.0,0.0,0.0
7665,0.267233,Jason Schwartzman,7.2,2007,16826697.3221047,25636683.8407651,8809986.5186604
9019,0.870429,Jason Schwartzman,7.5,1998,0.0,0.0,0.0
6774,0.35187,Frank Pietrangolare,6.3,2006,0.0,0.0,0.0
4720,0.255387,Maria HofstÃ¤tter,6.4,2012,0.0,6180.93578304041,6180.93578304041
6613,1.057194,Shane Baumel,5.8,2006,54083457.9145786,75538165.5604977,21454707.6459191
4122,0.218854,Bob Ivy,6.4,2002,1212261.39362054,0.0,-1212261.39362054
2325,0.157333,Clint Browning,2.8,2010,0.0,0.0,0.0
1574,0.493969,Kelly Macdonald,6.0,2009,0.0,0.0,0.0
3114,0.382852,Kelly Macdonald,6.1,2008,3038359.9014275,3879111.55925794,840751.65783044
3687,0.334152,Kelly Macdonald,6.2,2011,0.0,0.0,0.0
4371,3.626741,Kelly Macdonald,6.6,2012,175702692.050165,511896218.593143,336193526.542978
4424,1.327062,Kelly Macdonald,6.4,2012,0.0,65465066.0309711,65465066.0309711
5111,0.339709,Kelly Macdonald,5.5,2003,5926763.22391264,5756425.6781521,-170337.54576053936
6212,1.610259,Kelly Macdonald,6.1,2005,27914082.2413623,136767638.601513,108853556.3601507
6413,0.309437,Kelly Macdonald,6.1,2005,0.0,0.0,0.0
7391,2.730114,Kelly Macdonald,7.6,2007,26291714.5657886,180466328.779573,154174614.2137844
8459,2.94792,Kelly Macdonald,7.6,1996,5560866.95584101,22926175.4595326,17365308.50369159
9648,0.367621,Timothy Stack,6.5,1987,3838160.8761293,0.0,-3838160.8761293
5906,0.172844,Neil D'Souza,7.2,2013,0.0,0.0,0.0
1134,0.083295,Lex Shrapnel,4.7,2014,0.0,0.0,0.0
6820,0.171168,Lex Shrapnel,3.4,2006,7571684.10804101,0.0,-7571684.10804101
7437,1.254438,Glen Hansard,7.3,2007,168266.973221047,21780595.8522822,21612328.87906115
9899,0.2196,Anthony Eisley,6.3,1964,0.0,0.0,0.0
8446,0.087937,Frank De Kova,6.4,1981,0.0,14389144.8291408,14389144.8291408
3760,0.191228,Umin Boya,6.0,2011,24234951.0647868,0.0,-24234951.0647868
8615,0.273628,Sylvester McCoy,5.6,1996,6951083.69480127,58389103.0363306,51438019.34152933
317,0.712889999999999,Haviland Stillwell,7.0,2015,0.0,0.0,0.0
10237,1.023326,Jochen Nickel,6.6,1993,0.0,0.0,0.0
10361,0.211198,Amy Kwok,6.1,1993,0.0,4479605.70229448,4479605.70229448
6517,0.150002,John Ashcroft,7.5,2005,0.0,0.0,0.0
5516,1.116296,Dayo Okeniyi,6.8,2013,2340083.38185106,6416144.51606139,4076061.13421033
4152,0.136897,Yvonne Bezerra de Mello,7.6,2002,0.0,263304.386955776,263304.386955776
4246,0.525319,Charles Durning,7.0,1994,44133346.8479448,0.0,-44133346.8479448
6123,0.500115,Charles Durning,5.2,1985,0.0,0.0,0.0
6133,0.393705,Charles Durning,5.6,1985,0.0,0.0,0.0
6955,0.021863,Charles Durning,5.2,2006,0.0,0.0,0.0
7207,0.186574,Charles Durning,5.8,2004,0.0,0.0,0.0
7873,0.125888,Charles Durning,6.0,1979,0.0,0.0,0.0
8029,0.316785,Charles Durning,7.2,1983,0.0,28527203.8435561,28527203.8435561
8040,0.226247,Charles Durning,4.8,1983,0.0,51770555.7240109,51770555.7240109
8193,0.264432,Charles Durning,6.5,1995,0.0,25069350.3782474,25069350.3782474
8445,0.089413,Charles Durning,4.6,1981,0.0,0.0,0.0
8514,0.682275,Charles Durning,5.7,1996,0.0,135587212.953261,135587212.953261
8590,0.354768,Charles Durning,5.1,1996,25023901.3012845,0.0,-25023901.3012845
8904,0.689094,Charles Durning,6.7,1982,47452490.4535757,400408633.732077,352956143.2785013
8940,0.252334,Charles Durning,6.3,1982,0.0,0.0,0.0
9416,0.217044,Charles Durning,4.5,1991,0.0,0.0,0.0
9830,0.277357,Charles Durning,7.2,1975,7293278.10971197,189081703.353206,181788425.24349403
10545,0.317816,Charles Durning,4.9,1986,0.0,0.0,0.0
10601,0.863155999999999,Charles Durning,7.7,1973,27011377.6833962,783901253.278813,756889875.5954168
10625,0.257127,Charles Durning,7.0,1973,2455579.78939965,0.0,-2455579.78939965
10801,0.16377,Charles Durning,5.6,1978,0.0,0.0,0.0
6027,0.052986,Geppi Cucciari,5.4,2013,0.0,0.0,0.0
9804,0.02967,Georges Bidault,6.5,1974,0.0,132668.516655426,132668.516655426
7949,0.282143,John Vernon,6.2,1984,0.0,0.0,0.0
9498,0.437627,John Vernon,5.1,1988,3687782.04618061,0.0,-3687782.04618061
9576,0.138906,John Vernon,5.4,1988,0.0,0.0,0.0
9704,0.146481,John Vernon,6.1,1987,5757241.31419396,45116395.1071892,39359153.792995244
9927,0.885391,John Vernon,7.2,1971,21540779.6577493,193737772.241797,172196992.5840477
10182,0.597297,John Vernon,7.1,1976,14177282.7053627,121847997.305549,107670714.60018629
10760,1.15793,John Vernon,6.7,1978,9025291.87626792,471320797.98288,462295506.1066121
1335,1.048838,Dirk Bogarde,6.4,1977,79151182.7165477,182587387.402945,103436204.68639731
9771,0.41087,Dirk Bogarde,6.1,1974,0.0,0.0,0.0
10467,0.12157,Dirk Bogarde,6.2,1963,0.0,0.0,0.0
10711,0.168025,Dirk Bogarde,5.8,1965,0.0,0.0,0.0
3338,0.068383,Johann Urb,6.3,2008,0.0,0.0,0.0
3194,0.265883,David Moscow,4.7,2008,0.0,0.0,0.0
4973,1.635524,David Moscow,6.0,2003,21336347.6060855,74258506.2091142,52922158.60302869
5032,0.648946,David Moscow,5.3,2003,21336347.6060855,120390264.319415,99053916.7133295
8349,0.19357,David Moscow,6.2,1992,23310363.8188343,0.0,-23310363.8188343
4748,0.218643,BÃ©atrice de StaÃ«l,5.3,2012,0.0,0.0,0.0
3821,0.160177,Annie Abrams,6.4,2011,0.0,0.0,0.0
7751,0.149692,Pegah Ahangarani,7.4,2007,0.0,0.0,0.0
2960,0.900342,Ashley Eckstein,6.0,2008,8608686.38737792,69155951.7216765,60547265.33429858
2501,0.450237,Bai Ling,6.3,1999,98178963.4945741,0.0,-98178963.4945741
4201,0.983841,Bai Ling,7.2,1994,22066673.4239724,138284486.790227,116217813.3662546
5342,0.396805,Bai Ling,6.2,1997,65206095.4114606,0.0,-65206095.4114606
6994,1.590381,Bai Ling,5.7,2004,80811177.9868504,66910149.9763107,-13901028.010539696
7793,0.087123,Bai Ling,4.8,2007,2629171.45657886,0.0,-2629171.45657886
3873,0.072612,Ariel Gade,5.1,2011,290819.412777441,0.0,-290819.412777441
7431,1.323511,Ariel Gade,4.9,2007,42066743.3052618,43956661.1583771,1889917.8531153053
4023,0.535827,Robin Thomas,5.3,2002,12122613.9362054,0.0,-12122613.9362054
4048,0.440499,Robin Thomas,4.5,2002,31518796.2341342,47027599.3126962,15508803.078562003
7643,0.324065,Julian Christopher,5.7,2007,12620022.9915785,5558275.63791849,-7061747.353660011
9449,3.777441,Alexander Godunov,7.2,1988,51628948.6465286,259560770.407171,207931821.7606424
10504,0.566943,Alexander Godunov,6.4,1986,19894064.1086215,109416658.294581,89522594.18595949
10659,0.344172,Jodi Van Prang,3.0,1970,28081.8417195073,0.0,-28081.8417195073
6711,0.523882,Christopher Gaze,6.3,2006,0.0,0.0,0.0
62,2.46449,Kate Dickie,5.8,2015,3219998.58320062,37190013.0363942,33970014.45319358
3342,0.038133,Kate Dickie,6.8,2008,0.0,0.0,0.0
6012,0.074251,Kate Dickie,6.0,2013,0.0,0.0,0.0
6831,0.263646,Kate Dickie,6.1,2006,0.0,1220495.9864125,1220495.9864125
2505,0.416778,James Fox,5.0,1999,0.0,0.0,0.0
2866,0.080857,James Fox,6.4,2001,0.0,0.0,0.0
5365,0.2817,James Fox,6.0,1997,47546111.2375233,1075669.63603451,-46470441.60148879
7097,0.509946,James Fox,5.8,2004,0.0,0.0,0.0
7934,0.368967,James Fox,6.2,1984,0.0,96259051.5940335,96259051.5940335
7946,0.329484,James Fox,6.7,1984,16792336.3135532,57068026.594023,40275690.2804698
8277,0.685325,James Fox,6.0,1992,69931091.456503,276696484.766055,206765393.30955198
8611,0.2941,James Fox,6.7,1996,38926068.6908871,0.0,-38926068.6908871
8786,0.607671,James Fox,6.8,2000,6331460.57171569,0.0,-6331460.57171569
8837,0.162041,James Fox,5.8,2000,18994381.715147,0.0,-18994381.715147
9280,0.225799,James Fox,5.4,1989,0.0,8016070.78999707,8016070.78999707
10092,0.214532,James Fox,6.4,1990,38381315.2789664,0.0,-38381315.2789664
10282,0.574693,James Fox,7.1,1993,17358904.5595351,35076928.627128,17718024.067592897
10432,0.093993,James Fox,5.5,1967,0.0,0.0,0.0
10467,0.12157,James Fox,6.2,1963,0.0,0.0,0.0
10586,0.087852,James Fox,5.0,1986,0.0,0.0,0.0
10671,0.244412,James Fox,6.2,1970,0.0,0.0,0.0
10692,0.622157,James Fox,6.6,1965,38755156.6850223,207270882.627931,168515725.9429087
4198,1.180484,Ruby Dee,6.7,1994,41191123.7247485,0.0,-41191123.7247485
8150,0.514668,Ruby Dee,6.1,1995,0.0,0.0,0.0
8892,1.381187,Ruby Dee,6.0,1982,0.0,0.0,0.0
9382,0.329328,Ruby Dee,5.5,1991,22415299.7870226,52007789.6368945,29592489.8498719
10140,0.027527,Ruby Dee,6.3,1961,10942291.8119559,0.0,-10942291.8119559
10351,0.261518,Ruby Dee,5.1,1993,0.0,0.0,0.0
7580,0.443679,Michael Graziadei ,4.9,2007,4732508.62184195,0.0,-4732508.62184195
1894,0.043209,Christina Milian,5.4,2009,0.0,0.0,0.0
2380,0.065833,Christina Milian,5.1,2010,0.0,0.0,0.0
5108,0.346839,Christina Milian,5.7,2003,0.0,0.0,0.0
5599,0.707197,Christina Milian,5.8,2013,7956283.49829361,21020041.4101155,13063757.911821889
6515,0.124631,Christina Milian,5.5,2005,44662531.5861797,0.0,-44662531.5861797
6687,0.614854,Christina Milian,5.1,2006,41103428.0150797,32350220.4603994,-8753207.554680299
7323,0.681446,Marius Weyers,7.2,1980,0.0,0.0,0.0
8447,0.071421,Claude Bessey,7.2,1981,239819.080485681,0.0,-239819.080485681
1325,0.032049,Jill Evyn,4.2,2014,0.0,0.0,0.0
9575,0.119393,Richard Vidan,6.0,1988,783653.684813381,0.0,-783653.684813381
707,1.900038,Leslie Mann,6.2,2014,36843642.0308583,181253395.832431,144409753.80157268
712,1.811692,Leslie Mann,6.5,2014,94872378.2294603,460719091.177882,365846712.9484217
1415,1.732516,Leslie Mann,6.0,2009,20328008.682499,138502321.763511,118174313.08101201
1481,0.8342,Leslie Mann,6.3,2009,13213205.6436243,10826732.9983141,-2386472.6453102008
1531,0.604388,Leslie Mann,5.5,2009,76230032.5593715,62466935.9856777,-13763096.573693804
2999,0.675717,Leslie Mann,5.3,2008,40511465.3523667,0.0,-40511465.3523667
3409,1.710793,Leslie Mann,6.5,2011,87245823.8332325,469804957.11383,382559133.28059745
3417,1.493933,Leslie Mann,5.9,2011,50408698.2147565,73141505.9404712,22732807.7257147
3705,0.300901,Leslie Mann,5.6,2011,0.0,0.0,0.0
4161,0.104804,Leslie Mann,4.1,2002,0.0,0.0,0.0
4447,1.09533899999999,Leslie Mann,5.5,2012,33241049.8473286,83633328.4263212,50392278.57899259
5273,0.879195,Leslie Mann,5.2,1997,74715317.6589653,0.0,-74715317.6589653
7418,1.640237,Leslie Mann,6.0,2007,31550057.4789463,230395891.172914,198845833.6939677
8489,0.938162,Leslie Mann,5.4,1996,65340186.7311319,142950142.796112,77609956.0649801
1452,1.080415,Zachary Levi,5.3,2009,76230032.5593715,450407693.460134,374177660.90076256
1929,2.865684,Zachary Levi,7.3,2010,260000000.0,591794936.0,331794936.0
4527,0.587352,Zachary Levi,7.2,2012,0.0,0.0,0.0
5672,0.461225,Zachary Levi,7.0,2013,0.0,0.0,0.0
6626,0.920528,Zachary Levi,5.6,2006,43266766.3316629,149550563.219722,106283796.88805911
2996,0.696406,Shahkrit Yamnarm,5.0,2008,45575398.5214125,43030660.6974372,-2544737.8239753023
898,0.494022,Cortney Palm,4.8,2014,0.0,13767.547935881,13767.547935881
7846,0.431672,Bonnie Bedelia,5.9,1979,12018216.0100063,0.0,-12018216.0100063
9449,3.777441,Bonnie Bedelia,7.2,1988,51628948.6465286,259560770.407171,207931821.7606424
9980,2.535646,Bonnie Bedelia,6.4,1990,116822897.82202,400587542.406711,283764644.584691
10009,0.548596,Bonnie Bedelia,6.3,1990,0.0,369332567.420163,369332567.420163
10290,0.521073,Bonnie Bedelia,6.0,1993,0.0,0.0,0.0
10568,0.233302,Bonnie Bedelia,5.6,1986,0.0,14278827.2449207,14278827.2449207
509,0.145945,Scott Harders,4.1,2015,0.0,0.0,0.0
2792,0.457617,Judge Reinhold,4.4,2001,0.0,0.0,0.0
4193,1.267344,Judge Reinhold,5.6,1994,73555578.0799081,175369721.964328,101814143.88441989
4194,1.259399,Judge Reinhold,6.3,1994,32364454.3551595,279266046.259691,246901591.9045315
6662,0.709677,Judge Reinhold,5.1,2006,0.0,91401175.8392752,91401175.8392752
7887,2.108338,Judge Reinhold,6.5,1984,31485630.5879122,664053942.861556,632568312.2736439
8731,0.578555,Judge Reinhold,4.4,2000,0.0,0.0,0.0
8899,0.925383,Judge Reinhold,6.9,1982,10168390.8114805,61220220.455232,51051829.6437515
9364,0.40666,Judge Reinhold,4.5,1991,0.0,0.0,0.0
9567,0.156916,Judge Reinhold,6.0,1988,0.0,0.0,0.0
9607,1.07467,Judge Reinhold,6.1,1987,38381608.761293,575657032.690959,537275423.9296659
10502,0.605767,Judge Reinhold,6.3,1986,0.0,142490993.459826,142490993.459826
3803,0.250308,Jennifer Walcott,4.6,2011,0.0,0.0,0.0
4910,0.041297,Brittany Belland,2.2,2012,0.0,0.0,0.0
6923,0.155835,Jaime Tirelli,6.8,2006,0.0,0.0,0.0
8827,0.397483,Jaime Tirelli,6.3,2000,0.0,0.0,0.0
1150,0.177674,Cheng Pei-Pei,7.1,2014,0.0,0.0,0.0
7799,0.149561,Cheng Pei-Pei,5.0,2007,0.0,0.0,0.0
1420,1.575231,Sarah Roemer,7.7,2009,16262406.9459992,48585352.5313757,32322945.5853765
1728,0.285353,Sarah Roemer,5.9,2009,20328008.682499,18904135.3471342,-1423873.3353648
3317,0.093841,Sarah Roemer,3.5,2008,22281305.9438016,0.0,-22281305.9438016
7441,1.180341,Sarah Roemer,6.6,2007,21033371.6526309,123844633.21428,102811261.5616491
10344,0.286492,Christie Clark,4.7,1993,1358522.96552883,10537588.6700392,9179065.704510368
546,0.138559,Swisyzinna,2.4,2015,0.0,0.0,0.0
3834,0.134892,Swisyzinna,4.3,2011,0.0,0.0,0.0
4,9.335014,Dwayne Johnson,7.3,2015,174799923.088033,1385748801.47052,1210948878.382487
22,4.907832,Dwayne Johnson,6.1,2015,101199955.472019,432851374.985395,331651419.513376
685,2.549403,Dwayne Johnson,5.6,2014,92109105.0771459,224193561.757773,132084456.68062711
1461,1.014706,Dwayne Johnson,5.4,2009,50820021.7062476,108047419.552413,57227397.8461654
1500,0.748763,Dwayne Johnson,5.7,2009,71148030.3887467,106666921.105575,35518890.7168283
1962,1.419224,Dwayne Johnson,6.1,2010,100000000.0,170432927.0,70432927.0
2020,0.878074,Dwayne Johnson,6.2,2010,24000000.0,23081726.0,-918274.0
2045,0.756229,Dwayne Johnson,5.2,2010,48000000.0,112462508.0,64462508.0
2936,1.121487,Dwayne Johnson,5.9,2008,81022930.7047334,233635143.412612,152612212.7078786
3619,0.436803,Dwayne Johnson,7.1,2011,121174755.323934,606976636.537775,485801881.213841
3962,1.025158,Dwayne Johnson,5.2,2002,72735683.6172328,200427031.198516,127691347.58128321
4395,1.814197,Dwayne Johnson,5.8,2012,75029798.2268274,337817164.728396,262787366.50156862
5023,0.754774,Dwayne Johnson,6.3,2003,100754974.806514,95914577.7987242,-4840397.007789791
5452,2.109247,Dwayne Johnson,5.4,2013,121684335.856255,348088599.30097,226404263.44471502
5523,1.07557,Dwayne Johnson,6.1,2013,23400833.8185106,80662946.5581117,57262112.7396011
5547,0.937954,Dwayne Johnson,5.0,2013,10296366.8801446,3406548.3021291,-6889818.5780155
5589,0.733975,Dwayne Johnson,5.7,2013,32761167.3459148,40184344.2805554,7423176.934640598
5650,0.522347,Dwayne Johnson,6.6,2013,149765336.438467,738230644.234315,588465307.795848
6254,1.001465,Dwayne Johnson,4.9,2005,66993797.3792696,62513387.3147021,-4480410.064567499
6683,0.631574,Dwayne Johnson,4.9,2006,18388375.6909567,405347.945385658,-17983027.745571043
6807,0.282881,Dwayne Johnson,6.5,2006,32450074.7487471,44868557.1863881,12418482.437640999
7054,0.779837,Dwayne Johnson,6.0,2004,64648942.3894803,66061856.5698564,1412914.1803760976
7469,0.911592,Dwayne Johnson,6.0,2007,23136708.817894,155521321.055593,132384612.23769902
