,popularity,director,vote_average,release_year,budget_adj,revenue_adj,net_profit
2398,0.028456,Taika Waititi,7.3,2010,3.0,43.0,40.0
7746,0.15744,Taika Waititi,6.9,2007,0.0,0.0,0.0
8532,0.548582,Julian Schnabel,6.7,1996,4117892.88185395,4186213.69327342,68320.81141946977
8802,0.363815,Julian Schnabel,5.5,2000,0.0,10794550.1826499,10794550.1826499
4845,0.126843,Quentin Lee,4.8,2012,0.0,0.0,0.0
3071,0.460247999999999,Jens Hoffmann,6.4,2008,0.0,0.0,0.0
1468,0.953705,Lars von Trier,6.2,2009,11180404.7753744,804853.962569224,-10375550.812805176
4306,0.24479,Lars von Trier,6.8,1994,0.0,0.0,0.0
5210,0.096396,Lars von Trier,5.7,2003,0.0,0.0,0.0
5440,3.006256,Lars von Trier,6.6,2013,0.0,2084702.59412283,2084702.59412283
5467,1.800356,Lars von Trier,6.7,2013,0.0,9627941.71881932,9627941.71881932
6352,0.449064,Lars von Trier,6.9,2005,15855198.7130938,753588.662327031,-15101610.05076677
7751,0.149692,Lars von Trier,7.4,2007,0.0,0.0,0.0
7977,0.136618,Lars von Trier,5.7,1984,0.0,0.0,0.0
8695,0.97741,Lars von Trier,7.4,2000,16208539.0635921,50692052.7000386,34483513.6364465
3441,1.212003,Aaron Harvey,4.9,2011,6785786.2981403,0.0,-6785786.2981403
5524,1.072862,Don Mancini,5.4,2013,0.0,0.0,0.0
7037,0.924363,Don Mancini,4.9,2004,13853344.7977457,28664468.2947733,14811123.497027598
6172,0.592905,Michael Schultz,6.8,1985,20271660.5226642,52208210.2252282,31936549.702563997
10214,0.111387,Michael Schultz,5.6,1976,0.0,0.0,0.0
1908,0.013174,Jamie Blanks,6.0,2009,0.0,0.0,0.0
2795,0.274027,Jamie Blanks,4.9,2001,0.0,0.0,0.0
7625,0.359607,Jamie Blanks,5.4,2007,0.0,0.0,0.0
9023,0.783938,Jamie Blanks,5.4,1998,18727736.5670961,97019835.2146459,78292098.64754981
10723,0.00477,Daniel Haller,6.4,1965,0.0,0.0,0.0
2484,0.566661,Jonathan Kaplan,6.3,1999,32726321.164858,17017687.0057261,-15708634.1591319
4304,0.278598,Jonathan Kaplan,4.7,1994,0.0,22420380.1322852,22420380.1322852
7876,0.226122,Jonathan Kaplan,7.1,1979,0.0,0.0,0.0
8313,0.367997,Jonathan Kaplan,5.6,1992,35742557.8555459,88794955.2021428,53052397.346596904
9518,0.339766,Jonathan Kaplan,6.7,1988,0.0,0.0,0.0
9665,0.313707,Jonathan Kaplan,6.0,1987,34543447.8851637,35564947.5352194,1021499.650055699
2541,0.301845,Brian Robbins,5.7,1999,0.0,0.0,0.0
2717,0.565877,Brian Robbins,6.4,2001,39407619.7342029,49533812.7844968,10126193.0502939
3057,0.498026,Brian Robbins,5.1,2008,60767198.02855,51297723.0125784,-9469475.015971601
4488,0.736973,Brian Robbins,5.8,2012,37989771.2540898,20936426.0172948,-17053345.236795
5412,0.132178,Brian Robbins,5.2,1997,0.0,0.0,0.0
6699,0.56593,Brian Robbins,4.6,2006,54083457.9145786,66103956.4104635,12020498.495884895
7082,0.610925,Brian Robbins,5.5,2004,0.0,0.0,0.0
7512,0.607023,Brian Robbins,5.3,2007,63100114.9578927,100616926.668937,37516811.7110443
8799,0.196668,Brian Robbins,4.4,2000,30391010.7442353,15667085.2184201,-14723925.5258152
4884,0.078194,Shola Lynch,6.3,2012,0.0,0.0,0.0
36,3.358321,Afonso Poyart,6.2,2015,0.0,20566197.1908732,20566197.1908732
9111,0.276601,Wei Tung,6.1,1998,0.0,0.0,0.0
4984,1.414421,KÃ´ji Morimoto,6.6,2003,5926763.22391264,0.0,-5926763.22391264
620,0.129696,Bryan Norton,5.0,2015,0.0,0.0,0.0
2400,0.037806,Anne Depetrini,4.7,2010,0.0,0.0,0.0
9042,0.583938,Cullen Blaine,5.8,1998,0.0,0.0,0.0
2845,0.164669,David Atkins,5.9,2001,7388928.70016306,2494056.5304768,-4894872.16968626
640,6.415818,David Ayer,7.4,2014,62634191.4524592,195103577.60975,132469386.1572908
745,1.214094,David Ayer,5.4,2014,32238186.777001,16126939.242071,-16111247.53493
2953,0.95684,David Ayer,6.2,2008,20255732.6761833,66408286.903818,46152554.2276347
4423,1.345091,David Ayer,7.1,2012,6648209.96946572,45707757.9861622,39059548.01669648
6286,0.722961,David Ayer,6.0,2005,2233126.57930898,6662575.57877337,4429448.99946439
4917,0.062522,Paul Sen,7.4,2012,0.0,0.0,0.0
2043,0.764791,Andrei Konchalovsky,5.8,2010,90000000.0,16178959.0,-73821041.0
5363,0.339896,Andrei Konchalovsky,6.5,1997,0.0,0.0,0.0
6156,0.252673999999999,Andrei Konchalovsky,6.6,1985,18244494.4703978,16087614.1167789,-2156880.3536188994
7751,0.149692,Andrei Konchalovsky,7.4,2007,0.0,0.0,0.0
9191,1.362379,Andrei Konchalovsky,5.9,1989,96744171.6473791,111534797.031607,14790625.384227902
4515,0.615971,Josh Schwartz,5.4,2012,13296419.9389314,10843574.2676284,-2452845.6713030003
5986,0.05438,Jorge RamÃ­rez SuÃ¡rez,8.4,2013,3744133.41096169,0.0,-3744133.41096169
10743,0.26714,Jim O'Connolly,3.9,1969,0.0,0.0,0.0
10521,0.461807,Charles McCracken,3.5,1986,19894064.1086215,9372531.27098202,-10521532.83763948
5955,0.135765,Lauren MacMullan,7.8,2013,0.0,0.0,0.0
2215,0.289545,Benny Chan,5.0,2010,0.0,0.0,0.0
2527,0.331443,Benny Chan,6.0,1999,0.0,0.0,0.0
3234,0.279117,Benny Chan,7.0,2008,5823523.14440271,0.0,-5823523.14440271
3615,0.44615,Benny Chan,6.4,2011,28112543.2351527,32632724.1636033,4520180.928450599
6672,0.682902,Benny Chan,6.4,2006,0.0,0.0,0.0
7656,0.28203,Benny Chan,6.5,2007,0.0,0.0,0.0
7698,0.227352,Mitchell Lichtenstein,5.2,2007,0.0,0.0,0.0
1002,0.323009,Gabriel Range,5.9,2014,0.0,0.0,0.0
201,0.701369999999999,Ben Palmer,6.5,2015,0.0,0.0,0.0
3442,1.20877099999999,Ben Palmer,6.2,2011,0.0,85332019.7989856,85332019.7989856
5253,1.272247,Taylor Hackford,6.9,1997,77432238.3011095,207769251.929862,130337013.6287525
5501,1.290891,Taylor Hackford,5.6,2013,32761167.3459148,43260317.4276305,10499150.0817157
6160,0.322151,Taylor Hackford,5.8,1985,0.0,85467041.8275307,85467041.8275307
7075,0.648721,Taylor Hackford,7.0,2004,46177815.9924859,143995745.637812,97817929.64532608
7931,0.378244,Taylor Hackford,5.4,1984,0.0,0.0,0.0
8127,0.684804,Taylor Hackford,7.0,1995,0.0,0.0,0.0
8774,0.356436,Taylor Hackford,5.8,2000,82308987.432304,0.0,-82308987.432304
8914,0.496761,Taylor Hackford,6.4,1982,0.0,293291537.481027,293291537.481027
10276,0.62502,Taylor Hackford,7.7,1993,52831448.6594548,0.0,-52831448.6594548
1152,0.226614,Nick Cannon,6.5,2014,0.0,0.0,0.0
4434,1.182679,John Kahrs,8.0,2012,0.0,0.0,0.0
5124,0.309252,Glen Morgan,5.3,2003,26077758.1852156,0.0,-26077758.1852156
6787,0.312729,Glen Morgan,5.3,2006,9735022.42462415,23267624.0953054,13532601.670681251
6359,0.437792,Kirk R. Thatcher,4.5,2005,0.0,0.0,0.0
10816,0.0646019999999999,Gary Weis,6.0,1978,0.0,0.0,0.0
2251,0.243848,Darlo Piana,5.3,2010,4400000.0,0.0,-4400000.0
7618,0.372832,VÃ­ctor Maldonado,5.1,2007,0.0,0.0,0.0
2583,0.198477,Lawrence Kasdan,5.6,1999,0.0,0.0,0.0
4222,0.684636,Lawrence Kasdan,6.3,1994,92680028.3806842,36854286.8411571,-55825741.539527096
4816,0.153301,Lawrence Kasdan,5.2,2012,0.0,0.0,0.0
5041,0.580909,Lawrence Kasdan,5.1,2003,80603979.8452119,89749492.3134622,9145512.468250304
6140,0.184013,Lawrence Kasdan,7.1,1985,52706317.3589269,0.0,-52706317.3589269
8035,0.288819,Lawrence Kasdan,6.3,1983,0.0,0.0,0.0
8110,0.829551,Lawrence Kasdan,6.1,1995,0.0,0.0,0.0
9360,0.446085,Lawrence Kasdan,6.7,1991,0.0,0.0,0.0
9574,0.14174,Lawrence Kasdan,5.6,1988,0.0,0.0,0.0
10090,0.318177,Lawrence Kasdan,6.1,1990,0.0,0.0,0.0
3579,0.523036,Phil Dornfeld,4.4,2011,0.0,0.0,0.0
1479,0.84809,Charles Guard,6.0,2009,0.0,42306698.424437,42306698.424437
5600,0.703657,Richard Shepard,5.9,2013,0.0,490023.756526492,490023.756526492
6321,0.564298,Richard Shepard,6.0,2005,11165632.8965449,19313467.6625964,8147834.766051501
7544,0.523238,Richard Shepard,6.8,2007,0.0,0.0,0.0
7492,0.704024,Zach Helm,5.9,2007,0.0,73064318.2626771,73064318.2626771
4455,0.99352,Adrian Grunberg,6.1,2012,33241049.8473286,0.0,-33241049.8473286
7966,0.198438,Claudio Fragasso,4.4,1984,0.0,0.0,0.0
10098,0.125538,Claudio Fragasso,4.3,1990,0.0,0.0,0.0
3743,0.256421,Miranda July,4.8,2011,969398.042591472,0.0,-969398.042591472
6482,0.175572,Miranda July,6.7,2005,0.0,0.0,0.0
8508,0.701814,Paris Barclay,6.4,1996,0.0,0.0,0.0
9857,0.519949,Lewis Milestone,6.0,1962,0.0,0.0,0.0
10149,0.423531,Lewis Milestone,6.6,1960,0.0,0.0,0.0
9930,0.632691,Boris Sagal,5.7,1971,0.0,0.0,0.0
623,0.018224,Andrew Seklir,6.8,2015,0.0,0.0,0.0
3798,0.181427,Zillah Bowes,7.3,2011,43818.7303212197,218949.211297752,175130.48097653227
8221,0.194889,Michael Henry Wilson,8.5,1995,0.0,0.0,0.0
3592,0.492689,Kjell Sundvall,6.3,2011,0.0,0.0,0.0
8623,0.238178,Kjell Sundvall,6.9,1996,24328792.9318044,0.0,-24328792.9318044
3096,0.402982,Craig Lucas,6.0,2008,0.0,0.0,0.0
3782,0.246038,Chris Crow,4.9,2011,0.0,0.0,0.0
6066,0.010213,Chris Crow,3.6,2013,0.0,0.0,0.0
828,0.699699,Lone Scherfig,5.9,2014,0.0,1976699.15968863,1976699.15968863
1530,0.60652,Lone Scherfig,6.8,2009,7623003.25593715,26524851.7020946,18901848.446157448
3421,1.470363,Lone Scherfig,6.9,2011,14540970.638872,57572000.1008174,43031029.4619454
10102,0.07364,King Hu,6.9,1990,3451350.6062107,0.0,-3451350.6062107
1318,0.044654,Shaad Ali,5.2,2014,0.0,0.0,0.0
4135,0.177188,Shaad Ali,5.3,2002,0.0,0.0,0.0
227,0.586735,Elizabeth Allen Rosenbaum,5.4,2015,7359996.76160142,0.0,-7359996.76160142
2068,0.648081,Elizabeth Allen Rosenbaum,6.2,2010,0.0,0.0,0.0
6714,0.514836,Elizabeth Allen Rosenbaum,5.9,2006,12980029.8994988,24885798.9927713,11905769.093272502
1608,0.427479,Jonathan Mostow,5.7,2009,81312034.7299962,124452919.41713,43140884.68713379
4959,2.686888,Jonathan Mostow,5.8,2003,237070528.956505,515628400.480399,278557871.523894
5276,0.835336,Jonathan Mostow,6.5,1997,48904571.5585954,68139206.8629415,19234635.304346107
8678,1.22950499999999,Jonathan Mostow,6.1,2000,78510111.0892746,161662974.580958,83152863.49168341
615,0.028082,Doug Campbell,5.5,2015,0.0,0.0,0.0
1253,0.076463,Doug Campbell,6.0,2014,1842182.10154291,0.0,-1842182.10154291
7340,0.450726,Buddy Van Horn,5.9,1980,0.0,187041310.19039,187041310.19039
9299,0.133280999999999,Buddy Van Horn,5.4,1989,0.0,0.0,0.0
9458,1.182453,Buddy Van Horn,6.1,1988,36877820.4618061,0.0,-36877820.4618061
4147,0.144924,Keith Fulton,7.0,2002,0.0,0.0,0.0
3187,0.274362,Jon Poll,6.4,2008,12153439.60571,0.0,-12153439.60571
9502,0.410654,Annabel Jankel,5.6,1988,0.0,23429360.7192945,23429360.7192945
10247,0.834235,Annabel Jankel,4.0,1993,63397738.3913457,31464760.9709031,-31932977.420442604
4595,0.428343,Rodrigo GudiÃ±o,4.7,2012,0.0,0.0,0.0
2250,0.2448,John H. Williams,5.0,2010,0.0,0.0,0.0
7362,0.181908,Jerry London,6.2,1980,0.0,0.0,0.0
4576,0.463427,Fisher Stevens,5.8,2012,0.0,0.0,0.0
3770,0.214172,Guy Moshe,5.6,2011,24234951.0647868,0.0,-24234951.0647868
2283,0.385851,Galt Niederhoffer,4.8,2010,4500000.0,123820.0,-4376180.0
3635,0.415214,Martin Guigui,5.4,2011,7076605.71091774,0.0,-7076605.71091774
4823,0.144297,Nick Ryan,6.9,2012,0.0,0.0,0.0
3208,0.246447,James Bolton,5.8,2008,0.0,0.0,0.0
4837,0.133857,Andrew Currie,4.0,2012,0.0,0.0,0.0
6793,0.307279,Andrew Currie,6.7,2006,8653353.26633258,461033.355323667,-8192319.911008913
1836,0.137731,Albert Dupontel,5.7,2009,0.0,0.0,0.0
6865,0.201755,Albert Dupontel,5.9,2006,0.0,0.0,0.0
8659,0.028541,Albert Dupontel,7.3,1996,0.0,0.0,0.0
4883,0.078472,PES,7.9,2012,0.0,0.0,0.0
1205,0.118137,Paul Tarnopol,2.4,2014,1289527.47108004,0.0,-1289527.47108004
1096,0.220064,Brian Knappenberger,7.8,2014,0.0,0.0,0.0
4826,0.141961999999999,Brian Knappenberger,6.7,2012,0.0,0.0,0.0
5745,0.105434,Robin Campillo,5.8,2013,0.0,0.0,0.0
3089,0.421518,Kirk De Micco,5.1,2008,37473105.4509392,64616136.6484135,27143031.1974743
5483,1.432796,Kirk De Micco,6.8,2013,126364502.619957,547746993.928887,421382491.30893004
2722,0.537593,Tom Hanks,8.0,2001,0.0,153936014.58673,153936014.58673
3439,1.21550499999999,Tom Hanks,5.6,2011,29081941.2777441,35053796.7443736,5971855.466629498
8506,0.730181,Tom Hanks,6.8,1996,0.0,48081224.2471037,48081224.2471037
5130,0.284861,William Phillips,6.4,2003,9786590.29518599,546421.49148656,-9240168.80369943
2263,0.228045,Jason Woliner,6.4,2010,0.0,0.0,0.0
4906,0.044913,Jason Woliner,7.5,2012,0.0,0.0,0.0
2329,0.155075,ShukÅ Murase,6.0,2010,0.0,0.0,0.0
2023,0.856916,Mark Romanek,6.7,2010,15000000.0,9455232.0,-5544768.0
4007,0.600563,Mark Romanek,6.4,2002,14547136.7234465,63308297.7110322,48761160.98758569
7897,0.938766,John Milius,6.5,1984,0.0,80553880.5200082,80553880.5200082
8896,1.176922,John Milius,6.5,1982,45192848.0510245,155579712.388195,110386864.33717051
9407,0.245709,John Milius,6.0,1991,56038249.4675565,0.0,-56038249.4675565
9839,0.167481,John Milius,6.4,1975,0.0,0.0,0.0
10647,0.066994,John Milius,6.7,1973,4911159.57879931,9822319.15759862,4911159.57879931
10800,0.177276,John Milius,5.9,1978,36769707.6440545,0.0,-36769707.6440545
8360,0.138521,Claude Sautet,7.1,1992,0.0,2589798.51453929,2589798.51453929
1227,0.130742,Isaac Feder,5.1,2014,0.0,0.0,0.0
3527,0.731793,Tanya Wexler,6.5,2011,0.0,9213293.74311727,9213293.74311727
8001,0.699455,Paul Brickman,6.3,1983,13573734.3861004,139112774.744972,125539040.3588716
8648,0.141542,Bill CouturiÃ©,3.8,1996,0.0,0.0,0.0
5996,0.390247,Ivan Sen,6.1,2013,0.0,0.0,0.0
1010,0.689942,Cary Murnion,5.2,2014,0.0,0.0,0.0
1005,0.318608,Richard LaGravenese,5.4,2014,0.0,0.0,0.0
5577,0.787443,Richard LaGravenese,5.5,2013,56162001.1644254,56210804.0713706,48802.906945198774
7417,1.64701699999999,Richard LaGravenese,7.0,2007,31550057.4789463,164938798.672668,133388741.19372171
7538,0.54281,Richard LaGravenese,7.5,2007,22085040.2352624,43298020.0551095,21212979.8198471
567,0.090045,Phil Joanou,6.7,2015,0.0,0.0,0.0
4674,0.316209,Phil Joanou,7.0,2012,0.0,0.0,0.0
6807,0.282881,Phil Joanou,6.5,2006,32450074.7487471,44868557.1863881,12418482.437640999
8296,0.475272,Phil Joanou,5.7,1992,0.0,44430586.8648275,44430586.8648275
8582,0.38283,Phil Joanou,4.8,1996,34755418.4740063,0.0,-34755418.4740063
9521,0.330626,Phil Joanou,6.5,1988,0.0,0.0,0.0
9707,0.096617,Phil Joanou,6.6,1987,0.0,7073465.66160585,7073465.66160585
10020,0.498356,Phil Joanou,6.1,1990,0.0,0.0,0.0
3823,0.155675,Buddy Giovinazzo,5.8,2011,0.0,0.0,0.0
6777,0.34202,Rafaele Ravinet-Virbel,6.5,2006,0.0,0.0,0.0
1878,0.083178,Chris Smith,7.7,2009,0.0,0.0,0.0
2569,0.239265,Chris Smith,7.5,1999,0.0,0.0,0.0
5738,0.346246,Omid Nooshin,6.0,2013,0.0,0.0,0.0
1001,0.303538,Deborah Chow,6.4,2014,0.0,0.0,0.0
1906,0.169317,Michael Samonek,4.3,2009,0.0,0.0,0.0
378,0.299427,Fabrizio Conte,6.3,2015,0.0,4088.47820106959,4088.47820106959
5820,0.263125,Aram Rappaport,5.6,2013,5616200.11644254,0.0,-5616200.11644254
2095,0.569318,Tim Allen,5.6,2010,0.0,88335.0,88335.0
2790,0.282381,Allan Arkush,5.4,2001,0.0,0.0,0.0
4822,0.144769,Allan Arkush,5.7,2012,0.0,0.0,0.0
7878,0.386843,Allan Arkush,6.2,1979,901366.200750477,0.0,-901366.200750477
9169,0.109197,Allan Arkush,6.7,1998,10701563.7526263,0.0,-10701563.7526263
9505,0.186505,Allan Arkush,4.0,1988,0.0,0.0,0.0
9137,0.207668,Greg MacGillivray,6.0,1998,0.0,102263367.356725,102263367.356725
528,0.133921,Michael Feifer,7.6,2015,0.0,0.0,0.0
2247,0.245627,Michael Feifer,4.8,2010,0.0,0.0,0.0
3660,0.230763,Azazel Jacobs,6.7,2011,0.0,140206.947094132,140206.947094132
6753,0.384988,Robert Moresco,6.0,2006,8653353.26633258,155166.522426084,-8498186.743906496
7834,0.973049,Tinto Brass,5.3,1979,52579695.0437778,70421097.2571126,17841402.213334806
4039,0.474917,Rick Bota,5.1,2002,3636784.18086164,0.0,-3636784.18086164
6391,0.347958,Rick Bota,4.6,2005,4466253.15861797,0.0,-4466253.15861797
6398,0.333513,Rick Bota,4.5,2005,5582816.44827246,0.0,-5582816.44827246
2172,0.374797,Peter Shin,7.0,2010,0.0,0.0,0.0
8371,0.028515,Brenton Spencer,4.8,1992,0.0,0.0,0.0
5076,0.438475,Randy Barbato,5.6,2003,5926763.22391264,880596.10910365,-5046167.11480899
6420,0.290754,Randy Barbato,6.8,2005,2233126.57930898,729809.213947259,-1503317.3653617213
5219,0.059976,Laurent Bouzereau,7.2,2003,0.0,0.0,0.0
10108,0.033672,Jeff Lau,6.6,1990,0.0,0.0,0.0
9856,0.526108,George Marshall,6.1,1962,108126733.181427,360422443.938091,252295710.75666398
5769,0.313754,SrÄ‘an SpasojeviÄ‡,4.5,2013,0.0,20274.4824203576,20274.4824203576
869,0.56021,Adam Robitel,5.9,2014,0.0,0.0,0.0
6811,0.27622,Murali K. Thalluri,7.2,2006,919418.784547836,0.0,-919418.784547836
428,0.242,Rhys Thomas,5.6,2015,0.0,0.0,0.0
625,0.01705,Rhys Thomas,6.7,2015,0.0,0.0,0.0
4919,0.001635,Rhys Thomas,7.2,2012,0.0,0.0,0.0
1137,0.186159,Abel Ferrara,5.5,2014,0.0,0.0,0.0
3672,0.351823,Abel Ferrara,4.2,2011,0.0,17256.2545561708,17256.2545561708
8206,0.279794,Abel Ferrara,5.2,1995,0.0,0.0,0.0
8260,0.851712,Abel Ferrara,6.3,1992,1554024.25458895,3138303.8073905,1584279.55280155
8422,0.237359,Abel Ferrara,5.5,1981,148687.829901122,0.0,-148687.829901122
9176,0.086111,Abel Ferrara,4.8,1998,0.0,0.0,0.0
10043,0.592379,Abel Ferrara,6.2,1990,1668898.54031458,4263161.26766862,2594262.7273540394
10266,0.682902999999999,Abel Ferrara,5.5,1993,19623109.5020832,647363.363533802,-18975746.1385494
3626,0.424885,Matthew Parkhill,5.0,2011,0.0,0.0,0.0
5157,0.226503,Matthew Parkhill,5.2,2003,0.0,0.0,0.0
1138,0.18545,Tyler Measom,7.1,2014,0.0,0.0,0.0
3265,0.158418,Christophe Barratier,5.3,2008,0.0,861450.991052232,861450.991052232
3792,0.184658,Christophe Barratier,5.7,2011,0.0,0.0,0.0
159,0.953046,David Sandberg,7.7,2015,579617.224968421,0.0,-579617.224968421
919,0.453382,Lancelot Oduwa Imasuen,5.4,2014,0.0,6605.14392508213,6605.14392508213
2483,0.581756,MiloÅ¡ Forman,6.6,1999,107342333.420734,62094175.6180791,-45248157.8026549
6690,0.606808,MiloÅ¡ Forman,6.7,2006,54083457.9145786,10219698.9044097,-43863759.0101689
7837,0.683837,MiloÅ¡ Forman,7.0,1979,33050094.0275175,0.0,-33050094.0275175
7889,1.682283,MiloÅ¡ Forman,7.5,1984,37782756.7054947,109093572.775256,71310816.06976129
8414,0.294276,MiloÅ¡ Forman,6.0,1981,0.0,0.0,0.0
8495,0.870461,MiloÅ¡ Forman,6.5,1996,50047802.6025691,28221935.0343376,-21825867.568231504
9287,0.188629,MiloÅ¡ Forman,6.6,1989,58046502.9884274,1991367.95731013,-56055135.03111727
9805,3.258151,MiloÅ¡ Forman,8.0,1975,12155463.5161866,441572637.403333,429417173.8871464
10656,0.381352,Kinji Fukasaku,6.6,1970,143133147.244328,165954086.188788,22820938.944460005
2874,0.001349,Maurice Devereaux,5.5,2001,203195.539254484,0.0,-203195.539254484
7754,0.146603,Maurice Devereaux,4.2,2007,0.0,0.0,0.0
2779,0.323191,Harold Becker,5.4,2001,92361608.7520382,66807360.9000306,-25554247.852007598
6189,0.047123,Harold Becker,5.8,1985,0.0,0.0,0.0
7874,0.11276,Harold Becker,5.1,1979,0.0,0.0,0.0
8421,0.237765,Harold Becker,6.3,1981,33574671.2679954,85989656.6030586,52414985.335063204
8526,0.571393,Harold Becker,5.9,1996,0.0,0.0,0.0
9053,0.536002,Harold Becker,5.9,1998,80261728.1446979,0.0,-80261728.1446979
9229,0.448357,Harold Becker,6.7,1989,33420713.8418218,195035393.41545,161614679.57362822
10292,0.510931999999999,Harold Becker,6.0,1993,0.0,70047460.7545357,70047460.7545357
8370,0.035384,Chris Bould,8.4,1992,0.0,0.0,0.0
10397,0.012941,Chris Bould,7.8,1993,0.0,0.0,0.0
1816,0.165257,Dan Eckman,7.0,2009,0.0,0.0,0.0
888,0.519107,Damon Beesley,5.9,2014,0.0,0.0,0.0
3025,0.595424,Eric Red,5.8,2008,10127866.3380916,0.0,-10127866.3380916
8653,0.099873,Eric Red,6.0,1996,9731517.17272177,1529238.41285627,-8202278.7598655
772,0.965197,FranÃ§ois Girard,6.5,2014,0.0,0.0,0.0
7633,0.333928,FranÃ§ois Girard,5.2,2007,21033371.6526309,0.0,-21033371.6526309
9089,0.375143,FranÃ§ois Girard,6.6,1998,24078518.4434093,12701964.2586498,-11376554.184759501
9750,0.128924,Michael Reeves,6.2,1968,0.0,0.0,0.0
1822,0.157549,David Siegel,5.5,2009,0.0,0.0,0.0
5837,0.230595,David Siegel,7.5,2013,5616200.11644254,998252.425730433,-4617947.690712106
222,0.604928,Brady Corbet,3.6,2015,0.0,0.0,0.0
1888,0.058977,Patrice Leconte,5.5,2009,0.0,0.0,0.0
5881,0.198091,Patrice Leconte,5.7,2013,0.0,0.0,0.0
8621,0.243962,Patrice Leconte,6.6,1996,4170650.21688076,3480864.98729411,-689785.2295866502
9295,0.147825,Patrice Leconte,6.4,1989,0.0,0.0,0.0
10089,0.243946,Patrice Leconte,6.8,1990,0.0,0.0,0.0
10132,0.158293,Yuri Chulyukin,5.8,1961,0.0,0.0,0.0
395,0.280878,David Yarovesky,5.5,2015,0.0,0.0,0.0
4160,0.108064,Jordan Brady,6.2,2002,0.0,0.0,0.0
4664,0.322978,Paolo Taviani,6.2,2012,0.0,0.0,0.0
1857,0.246935,Todd Louiso,4.5,2009,0.0,0.0,0.0
4658,0.327715,Todd Louiso,5.4,2012,0.0,0.0,0.0
6780,0.338476,Bassam Kurdali,6.0,2006,162250.373743735,0.0,-162250.373743735
1910,0.00246,Barbara Schroeder,6.0,2009,0.0,0.0,0.0
6005,0.0626299999999999,Christopher Storer,7.7,2013,0.0,0.0,0.0
253,0.504827999999999,Ron Scalpello,5.0,2015,0.0,0.0,0.0
1209,0.113265,Rachel Mills,5.4,2014,0.0,0.0,0.0
10351,0.261518,Henry Winkler,5.1,1993,0.0,0.0,0.0
4695,0.286615,Ry Russo-Young,5.2,2012,0.0,23738.8583123993,23738.8583123993
1637,0.395616,Michael J. Bassett,5.5,2009,45738019.5356229,7938087.39051588,-37799932.14510702
4086,0.303609,Michael J. Bassett,5.3,2002,0.0,0.0,0.0
4470,0.843148999999999,Michael J. Bassett,5.1,2012,18994885.6270449,49674281.3997331,30679395.772688195
6842,0.24669,Michael J. Bassett,6.1,2006,0.0,0.0,0.0
7751,0.149692,Claude Lelouch,7.4,2007,0.0,0.0,0.0
125,1.329702,John Maclean,6.6,2015,0.0,210766.387262789,210766.387262789
452,0.212872,Andrew Jones,2.6,2015,0.0,0.0,0.0
5316,0.529974,Tsui Hark,4.3,1997,40753809.6321629,0.0,-40753809.6321629
8327,0.294331,Tsui Hark,6.3,1992,15540242.5458895,12991202.9794996,-2549039.5663898997
9135,0.195375,Tsui Hark,4.9,1998,44143950.4795838,0.0,-44143950.4795838
10102,0.07364,Tsui Hark,6.9,1990,3451350.6062107,0.0,-3451350.6062107
1796,0.284873,John Gulager,4.5,2009,0.0,0.0,0.0
3307,0.107245,John Gulager,5.1,2008,2025573.26761833,0.0,-2025573.26761833
4467,0.892471999999999,John Gulager,4.2,2012,4748721.40676122,8066869.59536144,3318148.1886002207
5844,0.228336,John Gulager,2.9,2013,936033.352740424,0.0,-936033.352740424
6296,0.681346,John Gulager,5.8,2005,0.0,735338.435357629,735338.435357629
8881,0.031018,Diane Keaton,5.2,2000,50651684.5737255,45634519.9841156,-5017164.589609899
10383,0.126597,Avi Nesher,5.5,1993,0.0,0.0,0.0
1139,0.184506,Gun Ho Jang,5.8,2014,5526546.30462875,0.0,-5526546.30462875
232,0.561032,Paul Gross,5.7,2015,0.0,0.0,0.0
3347,0.044583,Paul Gross,5.5,2008,0.0,0.0,0.0
6023,0.064187,Eric Walter,6.2,2013,0.0,0.0,0.0
7307,0.037191,Robert Fuest,6.2,1972,391092.069852172,0.0,-391092.069852172
9973,0.07681,Robert Fuest,7.0,1971,0.0,0.0,0.0
10686,0.080626,Robert Fuest,7.5,1970,0.0,0.0,0.0
635,8.691294,Chris Williams,7.8,2014,151980023.37729,600648487.706658,448668464.329368
2913,1.480497,Chris Williams,6.3,2008,151917995.071375,313943594.671445,162025599.60007
1256,0.07628,Chris Moukarbel,6.8,2014,0.0,0.0,0.0
933,0.421838,Ruba Nadda,5.4,2014,0.0,0.0,0.0
1861,0.107537,Ruba Nadda,5.7,2009,0.0,0.0,0.0
1833,0.143953,James Strong,7.3,2009,0.0,0.0,0.0
3682,0.337281,James Strong,7.2,2011,0.0,0.0,0.0
7254,0.075496,Bob Swerer Jr.,7.5,2004,0.0,0.0,0.0
8015,0.478476,Barbra Streisand,6.2,1983,26271743.9730977,66555084.7318475,40283340.7587498
8605,0.313033,Barbra Streisand,6.3,1996,58389103.0363306,0.0,-58389103.0363306
9380,0.350342,Barbra Streisand,5.9,1991,48032785.2579056,119741889.424045,71709104.1661394
7979,0.133098,Just Jaeckin,3.9,1984,0.0,2806994.34392132,2806994.34392132
9812,0.691527,Just Jaeckin,5.7,1975,0.0,0.0,0.0
